1.0
DISPOSAL - DRILLED
OP_1 461809.590 5932990.360 0.0000
1
4.618095900000000256e+05 5.932990360000000335e+06 3.794172444294459012e+01 -9.990000000000000000e+02
4.618097139999999781e+05 5.932990535000000149e+06 3.806462381103467152e+01 -9.990000000000000000e+02
4.618098389999999781e+05 5.932990711000000127e+06 3.818034007440110145e+01 -9.990000000000000000e+02
4.618099629999999888e+05 5.932990885999999940e+06 3.829321062258220110e+01 -9.990000000000000000e+02
4.618100879999999888e+05 5.932991061999999918e+06 3.839884422759288185e+01 -9.990000000000000000e+02
4.618102119999999995e+05 5.932991236999999732e+06 3.850199547719371651e+01 -9.990000000000000000e+02
4.618103360000000102e+05 5.932991411999999546e+06 3.860023127724043945e+01 -9.990000000000000000e+02
4.618104610000000102e+05 5.932991588000000454e+06 3.869130658485722307e+01 -9.990000000000000000e+02
4.618105850000000210e+05 5.932991763000000268e+06 3.878004691493599410e+01 -9.990000000000000000e+02
4.618107089999999735e+05 5.932991939000000246e+06 3.886195978282415098e+01 -9.990000000000000000e+02
4.618108339999999735e+05 5.932992114000000060e+06 3.894124995876505579e+01 -9.990000000000000000e+02
4.618109579999999842e+05 5.932992288999999873e+06 3.901617900373408077e+01 -9.990000000000000000e+02
4.618110829999999842e+05 5.932992464999999851e+06 3.908409423752846124e+01 -9.990000000000000000e+02
4.618112069999999949e+05 5.932992639999999665e+06 3.915019306372175834e+01 -9.990000000000000000e+02
4.618113310000000056e+05 5.932992815999999642e+06 3.920943000341808471e+01 -9.990000000000000000e+02
4.618114560000000056e+05 5.932992991000000387e+06 3.926654675963511920e+01 -9.990000000000000000e+02
4.618115800000000163e+05 5.932993166000000201e+06 3.931960417684776843e+01 -9.990000000000000000e+02
4.618117050000000163e+05 5.932993342000000179e+06 3.936581801511635348e+01 -9.990000000000000000e+02
4.618118290000000270e+05 5.932993516999999993e+06 3.941054046031702285e+01 -9.990000000000000000e+02
4.618119529999999795e+05 5.932993692999999970e+06 3.944868931248412025e+01 -9.990000000000000000e+02
4.618120779999999795e+05 5.932993867999999784e+06 3.948512761440809982e+01 -9.990000000000000000e+02
4.618122019999999902e+05 5.932994043999999762e+06 3.951526928833398244e+01 -9.990000000000000000e+02
4.618123269999999902e+05 5.932994218999999575e+06 3.954386604594657939e+01 -9.990000000000000000e+02
4.618124510000000009e+05 5.932994394000000320e+06 3.956884871615118016e+01 -9.990000000000000000e+02
4.618125750000000116e+05 5.932994570000000298e+06 3.958746816468986651e+01 -9.990000000000000000e+02
4.618127000000000116e+05 5.932994745000000112e+06 3.960479245484420119e+01 -9.990000000000000000e+02
4.618128240000000224e+05 5.932994921000000089e+06 3.961604724483666473e+01 -9.990000000000000000e+02
4.618129490000000224e+05 5.932995095999999903e+06 3.962607442267266578e+01 -9.990000000000000000e+02
