1.0
DISPOSAL - DRILLED
OP_3 461809.590 5932990.360 0.0000
1
4.618095900000000256e+05 5.932990360000000335e+06 3.794172444294459012e+01 -9.990000000000000000e+02
4.618098059999999823e+05 5.932990179999999702e+06 3.876352112413716355e+01 -9.990000000000000000e+02
4.618100219999999972e+05 5.932990001000000164e+06 3.957922745525445407e+01 -9.990000000000000000e+02
4.618102380000000121e+05 5.932989821000000462e+06 4.039301600792660452e+01 -9.990000000000000000e+02
4.618104540000000270e+05 5.932989640999999829e+06 4.120263747706661661e+01 -9.990000000000000000e+02
4.618106699999999837e+05 5.932989461000000127e+06 4.200825854554864236e+01 -9.990000000000000000e+02
4.618108859999999986e+05 5.932989281999999657e+06 4.280775571439933458e+01 -9.990000000000000000e+02
4.618111020000000135e+05 5.932989101999999955e+06 4.360510337322359931e+01 -9.990000000000000000e+02
4.618113180000000284e+05 5.932988922000000253e+06 4.439815346351164749e+01 -9.990000000000000000e+02
4.618115339999999851e+05 5.932988742999999784e+06 4.518526109416499992e+01 -9.990000000000000000e+02
4.618117500000000000e+05 5.932988563000000082e+06 4.596994794269923545e+01 -9.990000000000000000e+02
4.618119660000000149e+05 5.932988383000000380e+06 4.675024398789909696e+01 -9.990000000000000000e+02
4.618121819999999716e+05 5.932988203999999911e+06 4.752458466407416893e+01 -9.990000000000000000e+02
4.618123979999999865e+05 5.932988024000000209e+06 4.829623555821451930e+01 -9.990000000000000000e+02
4.618126140000000014e+05 5.932987843999999575e+06 4.906350643131986544e+01 -9.990000000000000000e+02
4.618128300000000163e+05 5.932987663999999873e+06 4.982646839692940688e+01 -9.990000000000000000e+02
4.618130459999999730e+05 5.932987485000000335e+06 5.058326660413747078e+01 -9.990000000000000000e+02
4.618132619999999879e+05 5.932987304999999702e+06 5.133735337738443150e+01 -9.990000000000000000e+02
4.618134780000000028e+05 5.932987125000000000e+06 5.208684751594299200e+01 -9.990000000000000000e+02
4.618136940000000177e+05 5.932986946000000462e+06 5.283037823831770652e+01 -9.990000000000000000e+02
4.618139099999999744e+05 5.932986765999999829e+06 5.357083442416612939e+01 -9.990000000000000000e+02
4.618141259999999893e+05 5.932986586000000127e+06 5.430671845606720183e+01 -9.990000000000000000e+02
4.618143429999999935e+05 5.932986406999999657e+06 5.503653147360857645e+01 -9.990000000000000000e+02
4.618145590000000084e+05 5.932986226999999955e+06 5.576322546818452963e+01 -9.990000000000000000e+02
4.618147750000000233e+05 5.932986047000000253e+06 5.648527208881961315e+01 -9.990000000000000000e+02
4.618149909999999800e+05 5.932985866999999620e+06 5.720274717161300515e+01 -9.990000000000000000e+02
4.618152069999999949e+05 5.932985688000000082e+06 5.791408171182688136e+01 -9.990000000000000000e+02
4.618154230000000098e+05 5.932985508000000380e+06 5.862207215880588507e+01 -9.990000000000000000e+02
4.618156390000000247e+05 5.932985327999999747e+06 5.932532165415621250e+01 -9.990000000000000000e+02
4.618158549999999814e+05 5.932985149000000209e+06 6.002264985156838861e+01 -9.990000000000000000e+02
4.618160709999999963e+05 5.932984968999999575e+06 6.071638072070847159e+01 -9.990000000000000000e+02
4.618162870000000112e+05 5.932984788999999873e+06 6.140530565998327006e+01 -9.990000000000000000e+02
4.618165030000000261e+05 5.932984609000000171e+06 6.208940396897826020e+01 -9.990000000000000000e+02
4.618167189999999828e+05 5.932984429999999702e+06 6.276751542704487008e+01 -9.990000000000000000e+02
4.618169349999999977e+05 5.932984250000000000e+06 6.344193026236098376e+01 -9.990000000000000000e+02
4.618171510000000126e+05 5.932984070000000298e+06 6.411145951004210986e+01 -9.990000000000000000e+02
4.618173670000000275e+05 5.932983890999999829e+06 6.477503427302606553e+01 -9.990000000000000000e+02
4.618175829999999842e+05 5.932983711000000127e+06 6.543476704589731696e+01 -9.990000000000000000e+02
4.618177989999999991e+05 5.932983531000000425e+06 6.608955984755444035e+01 -9.990000000000000000e+02
4.618180150000000140e+05 5.932983350999999791e+06 6.673939554214184966e+01 -9.990000000000000000e+02
4.618182310000000289e+05 5.932983172000000253e+06 6.738332860910691124e+01 -9.990000000000000000e+02
4.618184469999999856e+05 5.932982991999999620e+06 6.802323138263719216e+01 -9.990000000000000000e+02
4.618186630000000005e+05 5.932982811999999918e+06 6.865802884940237050e+01 -9.990000000000000000e+02
4.618188790000000154e+05 5.932982633000000380e+06 6.928706901414030028e+01 -9.990000000000000000e+02
4.618190949999999721e+05 5.932982452999999747e+06 6.991194212214583104e+01 -9.990000000000000000e+02
4.618193109999999870e+05 5.932982273000000045e+06 7.053166641170157902e+01 -9.990000000000000000e+02
4.618195270000000019e+05 5.932982093000000343e+06 7.114642840470341412e+01 -9.990000000000000000e+02
4.618197430000000168e+05 5.932981913999999873e+06 7.175540209373863831e+01 -9.990000000000000000e+02
4.618199600000000210e+05 5.932981734000000171e+06 7.235987929303853150e+01 -9.990000000000000000e+02
4.618201759999999776e+05 5.932981553999999538e+06 7.295941251611587575e+01 -9.990000000000000000e+02
4.618203919999999925e+05 5.932981373999999836e+06 7.355373489109823026e+01 -9.990000000000000000e+02
4.618206080000000075e+05 5.932981195000000298e+06 7.414234759710966216e+01 -9.990000000000000000e+02
4.618208240000000224e+05 5.932981014999999665e+06 7.472654780649899919e+01 -9.990000000000000000e+02
4.618210399999999790e+05 5.932980834999999963e+06 7.530550634834727930e+01 -9.990000000000000000e+02
4.618212559999999939e+05 5.932980656000000425e+06 7.587882042528849524e+01 -9.990000000000000000e+02
4.618214720000000088e+05 5.932980475999999791e+06 7.644760014995620168e+01 -9.990000000000000000e+02
4.618216880000000237e+05 5.932980296000000089e+06 7.701111220742063779e+01 -9.990000000000000000e+02
4.618219039999999804e+05 5.932980116000000387e+06 7.756944898904538377e+01 -9.990000000000000000e+02
4.618221199999999953e+05 5.932979936999999918e+06 7.812223650459432633e+01 -9.990000000000000000e+02
4.618223360000000102e+05 5.932979757000000216e+06 7.867023389154574886e+01 -9.990000000000000000e+02
4.618225520000000251e+05 5.932979576999999583e+06 7.921303646271769594e+01 -9.990000000000000000e+02
4.618227679999999818e+05 5.932979396999999881e+06 7.975063877327937689e+01 -9.990000000000000000e+02
4.618229839999999967e+05 5.932979218000000343e+06 8.028279626532724933e+01 -9.990000000000000000e+02
4.618232000000000116e+05 5.932979037999999709e+06 8.080991583534061817e+01 -9.990000000000000000e+02
4.618234170000000158e+05 5.932978858000000007e+06 8.133190840877431071e+01 -9.990000000000000000e+02
4.618236329999999725e+05 5.932978678000000305e+06 8.184870058337449450e+01 -9.990000000000000000e+02
4.618238489999999874e+05 5.932978498999999836e+06 8.236006144716013466e+01 -9.990000000000000000e+02
4.618240650000000023e+05 5.932978319000000134e+06 8.286644484105173092e+01 -9.990000000000000000e+02
4.618242810000000172e+05 5.932978139000000432e+06 8.336750512686478487e+01 -9.990000000000000000e+02
4.618244969999999739e+05 5.932977958999999799e+06 8.386344121219192971e+01 -9.990000000000000000e+02
4.618247129999999888e+05 5.932977780000000261e+06 8.435406839209510110e+01 -9.990000000000000000e+02
4.618249290000000037e+05 5.932977599999999627e+06 8.483948699961197804e+01 -9.990000000000000000e+02
4.618251450000000186e+05 5.932977419999999925e+06 8.531968140089628605e+01 -9.990000000000000000e+02
4.618253609999999753e+05 5.932977240000000224e+06 8.579475268393504450e+01 -9.990000000000000000e+02
4.618255769999999902e+05 5.932977059999999590e+06 8.626450248258451836e+01 -9.990000000000000000e+02
4.618257939999999944e+05 5.932976881000000052e+06 8.672922228218169494e+01 -9.990000000000000000e+02
4.618260100000000093e+05 5.932976701000000350e+06 8.718857064235353960e+01 -9.990000000000000000e+02
4.618262260000000242e+05 5.932976520999999717e+06 8.764270566901566895e+01 -9.990000000000000000e+02
4.618264419999999809e+05 5.932976341000000015e+06 8.809153117491908347e+01 -9.990000000000000000e+02
4.618266579999999958e+05 5.932976161999999546e+06 8.853555463208010678e+01 -9.990000000000000000e+02
4.618268740000000107e+05 5.932975981999999844e+06 8.897410655667471246e+01 -9.990000000000000000e+02
4.618270900000000256e+05 5.932975802000000142e+06 8.940736362354259370e+01 -9.990000000000000000e+02
4.618273059999999823e+05 5.932975622000000440e+06 8.983553181384581876e+01 -9.990000000000000000e+02
4.618275219999999972e+05 5.932975441999999806e+06 9.025841765328848965e+01 -9.990000000000000000e+02
4.618277380000000121e+05 5.932975263000000268e+06 9.067669000361576082e+01 -9.990000000000000000e+02
4.618279550000000163e+05 5.932975082999999635e+06 9.108930292507872650e+01 -9.990000000000000000e+02
4.618281709999999730e+05 5.932974902999999933e+06 9.149672032227358898e+01 -9.990000000000000000e+02
4.618283869999999879e+05 5.932974723000000231e+06 9.189898681616611498e+01 -9.990000000000000000e+02
4.618286030000000028e+05 5.932974542999999598e+06 9.229611162714707007e+01 -9.990000000000000000e+02
4.618288190000000177e+05 5.932974364000000060e+06 9.268872376887847508e+01 -9.990000000000000000e+02
4.618290349999999744e+05 5.932974184000000358e+06 9.307562637808366901e+01 -9.990000000000000000e+02
4.618292509999999893e+05 5.932974003999999724e+06 9.345741811856021286e+01 -9.990000000000000000e+02
4.618294679999999935e+05 5.932973824000000022e+06 9.383416585322083847e+01 -9.990000000000000000e+02
4.618296840000000084e+05 5.932973644000000320e+06 9.420567289490028884e+01 -9.990000000000000000e+02
4.618299000000000233e+05 5.932973464999999851e+06 9.457297984307933802e+01 -9.990000000000000000e+02
4.618301159999999800e+05 5.932973285000000149e+06 9.493438042955844480e+01 -9.990000000000000000e+02
4.618303319999999949e+05 5.932973105000000447e+06 9.529083217458762078e+01 -9.990000000000000000e+02
4.618305480000000098e+05 5.932972924999999814e+06 9.564214908725568876e+01 -9.990000000000000000e+02
4.618307640000000247e+05 5.932972745000000112e+06 9.598844570121222830e+01 -9.990000000000000000e+02
4.618309810000000289e+05 5.932972565999999642e+06 9.633073832182788010e+01 -9.990000000000000000e+02
4.618311969999999856e+05 5.932972385999999940e+06 9.666707294454020882e+01 -9.990000000000000000e+02
4.618314130000000005e+05 5.932972206000000238e+06 9.699843390501744977e+01 -9.990000000000000000e+02
4.618316290000000154e+05 5.932972025999999605e+06 9.732483782390640670e+01 -9.990000000000000000e+02
4.618318449999999721e+05 5.932971845999999903e+06 9.764630183800072416e+01 -9.990000000000000000e+02
4.618320609999999870e+05 5.932971666000000201e+06 9.796274360318892604e+01 -9.990000000000000000e+02
4.618322770000000019e+05 5.932971486999999732e+06 9.827549163065103244e+01 -9.990000000000000000e+02
4.618324940000000061e+05 5.932971307000000030e+06 9.858226253920156523e+01 -9.990000000000000000e+02
4.618327100000000210e+05 5.932971127000000328e+06 9.888418068854501541e+01 -9.990000000000000000e+02
4.618329259999999776e+05 5.932970946999999695e+06 9.918115219184770126e+01 -9.990000000000000000e+02
4.618331419999999925e+05 5.932970766999999993e+06 9.947329725848743465e+01 -9.990000000000000000e+02
4.618333580000000075e+05 5.932970587000000291e+06 9.976063659231331826e+01 -9.990000000000000000e+02
4.618335750000000116e+05 5.932970406999999657e+06 1.000432916363413085e+02 -9.990000000000000000e+02
4.618337910000000265e+05 5.932970228000000119e+06 1.003224025902859466e+02 -9.990000000000000000e+02
4.618340069999999832e+05 5.932970048000000417e+06 1.005954852192674878e+02 -9.990000000000000000e+02
4.618342229999999981e+05 5.932969867999999784e+06 1.008637497904530846e+02 -9.990000000000000000e+02
4.618344390000000130e+05 5.932969688000000082e+06 1.011274194984144970e+02 -9.990000000000000000e+02
4.618346560000000172e+05 5.932969508000000380e+06 1.013864294714621224e+02 -9.990000000000000000e+02
4.618348719999999739e+05 5.932969327999999747e+06 1.016406832001136706e+02 -9.990000000000000000e+02
4.618350879999999888e+05 5.932969148000000045e+06 1.018904145608432543e+02 -9.990000000000000000e+02
4.618353040000000037e+05 5.932968968000000343e+06 1.021354486983194221e+02 -9.990000000000000000e+02
4.618355200000000186e+05 5.932968788999999873e+06 1.023774554795364509e+02 -9.990000000000000000e+02
4.618357370000000228e+05 5.932968609000000171e+06 1.026135226362325454e+02 -9.990000000000000000e+02
