1.0
DISPOSAL - DRILLED
OP_5 461809.590 5932990.360 0.0000
1
4.618095900000000256e+05 5.932990360000000335e+06 3.794172444294459012e+01 -9.990000000000000000e+02
4.618097519999999786e+05 5.932990343999999575e+06 3.845543946905016242e+01 -9.990000000000000000e+02
4.618099139999999898e+05 5.932990327999999747e+06 3.896925277973166146e+01 -9.990000000000000000e+02
4.618100750000000116e+05 5.932990313000000082e+06 3.948108458574608903e+01 -9.990000000000000000e+02
4.618102370000000228e+05 5.932990297000000253e+06 3.999479491526766850e+01 -9.990000000000000000e+02
4.618103989999999758e+05 5.932990281000000425e+06 4.050860352474391135e+01 -9.990000000000000000e+02
4.618105609999999870e+05 5.932990264999999665e+06 4.102231041576160919e+01 -9.990000000000000000e+02
4.618107220000000088e+05 5.932990248999999836e+06 4.153627409643382151e+01 -9.990000000000000000e+02
4.618108840000000200e+05 5.932990234000000171e+06 4.204794144378057297e+01 -9.990000000000000000e+02
4.618110459999999730e+05 5.932990218000000343e+06 4.256164363239549431e+01 -9.990000000000000000e+02
4.618112079999999842e+05 5.932990201999999583e+06 4.307534409763097472e+01 -9.990000000000000000e+02
4.618113690000000061e+05 5.932990185999999754e+06 4.358930120658075680e+01 -9.990000000000000000e+02
4.618115310000000172e+05 5.932990169999999925e+06 4.410299818666750582e+01 -9.990000000000000000e+02
4.618116930000000284e+05 5.932990154000000097e+06 4.461669343867524162e+01 -9.990000000000000000e+02
4.618118549999999814e+05 5.932990139000000432e+06 4.512845380961328345e+01 -9.990000000000000000e+02
4.618120160000000033e+05 5.932990122999999672e+06 4.564230434440933948e+01 -9.990000000000000000e+02
4.618121780000000144e+05 5.932990106999999844e+06 4.615599489220180374e+01 -9.990000000000000000e+02
4.618123400000000256e+05 5.932990091000000015e+06 4.666968371456307807e+01 -9.990000000000000000e+02
4.618125019999999786e+05 5.932990075000000186e+06 4.718337081118953336e+01 -9.990000000000000000e+02
4.618126630000000005e+05 5.932990059999999590e+06 4.769518349232052401e+01 -9.990000000000000000e+02
4.618128250000000116e+05 5.932990043999999762e+06 4.820886760360583878e+01 -9.990000000000000000e+02
4.618129870000000228e+05 5.932990027999999933e+06 4.872264999021579257e+01 -9.990000000000000000e+02
4.618131489999999758e+05 5.932990012000000104e+06 4.923633065184561275e+01 -9.990000000000000000e+02
4.618133109999999870e+05 5.932989996000000276e+06 4.975000958064993029e+01 -9.990000000000000000e+02
4.618134720000000088e+05 5.932989980999999680e+06 5.026181630896215324e+01 -9.990000000000000000e+02
4.618136340000000200e+05 5.932989964999999851e+06 5.077539225184001737e+01 -9.990000000000000000e+02
4.618137959999999730e+05 5.932989949000000022e+06 5.128906647049193879e+01 -9.990000000000000000e+02
4.618139579999999842e+05 5.932989933000000194e+06 5.180273896084528928e+01 -9.990000000000000000e+02
