Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,-0.4777868013077018,-0.6932052234871364,-1.734857471168704,-3.4972347190617072,-3.2098702783439,-1.420803400032632,-2.4462392111741575,-1.887589010697189,-5.437377797438673,0.018413762139318796,0.0003182477053347696,0.0006167792033076934,0.0379486735245793,0.0035789925043332063,0.012954211676445788,3.652768950644487e-06,0.0,1700.1547375108103
1,-0.045487763699053496,0.014866297275888396,-3.136116092044465,-3.078473188085618,-2.899297957041466,-1.3444688415904824,-3.158001830994605,-2.4310265965500797,-5.997905445019844,0.0007309436674905836,0.0008346930778948107,0.0012609621276538563,0.0452408919195994,0.0006950213873579366,0.003706580216864061,1.0048345399324464e-06,0.0,1699.7944311305437
2,0.7398473940216923,-0.42162324610679236,-0.6673117706272884,-3.5295102181706604,-4.852650283819828,-4.473011023801329,-1.7785487377194649,-1.599404839092278,-1.5642290004254347,0.21512368538042903,0.00029545393726462994,1.4039437770047174e-05,3.3650302772976495e-05,0.016651419504966042,0.025153311021271642,0.027275391913319964,0.0,1700.8700901153798
3,0.3070485072740836,0.4447605854202241,-0.25825597748655815,-1.9027214042972824,-4.256164048431157,-3.165641423771989,-0.6664477790687288,-5.047875605495865,-2.210898886590483,0.5517521352259459,0.012510613165751078,5.544162507155317e-05,0.0006829023012781316,0.21555208145706034,8.956212606541849e-06,0.006153201162353734,0.0,1700.3816020491945
4,0.8081702758738483,-0.08594911052224297,-0.6514814445282959,-1.5648121838149458,-2.078344075295013,-2.6092558125145384,-1.848357001509775,-2.4524671259145823,-6.547483536765453,0.2231097530320333,0.027238790296093825,0.008349412633501675,0.002458918800350985,0.014178914983242202,0.0035280349120214347,2.8347610915719567e-07,0.0,1706.2640465901509
5,0.9512112114073719,0.3255067538877361,-2.6405554198070735,-2.14637795359618,-1.3748651998161274,-2.427112884616368,-0.9259023890254268,-0.7442200653695253,-5.108776099898095,0.0022879397316526964,0.007138747916224674,0.04218274136553396,0.003740133596772826,0.1186035288627839,0.18021043485176605,7.784377704496711e-06,0.0,1715.1580535568064
6,-0.5215486139624926,0.2702560850769782,-0.7527837407465855,-3.2982042554302122,-3.0163864896707517,-1.5554175252260505,-4.650452659465047,-1.1926455765081365,-6.442254567397981,0.1766917447626779,0.0005032638603205186,0.0009629716692857393,0.027834439140963178,2.2363889643798008e-05,0.0641733075050102,3.611980795914597e-07,0.0,1709.2489960072558
7,-0.42021344480060896,0.18451746990605167,-2.924980167273929,-0.642244410032953,-3.3733140334345078,-4.774165179327775,-2.3361704966347676,-3.189453340641605,-5.409190639525785,0.0011885565034601099,0.22790591137646102,0.0004233367453315522,1.682034195421207e-05,0.004611365046633753,0.0006464674448840431,3.897708538508067e-06,0.0,1706.4825753271994
8,0.391701761301384,-0.4962219651969013,-3.5287608850778307,-0.010793591016503292,-2.210142007443139,-1.7657956021655892,-0.31782199659226246,-0.344205092256386,-5.273962042960004,0.00029596415447479695,0.9754531353202216,0.006163934179838854,0.017147641600693462,0.4810364695025549,0.4526837529691472,5.3215476719622875e-06,0.0,1710.331731845225
9,-0.15347847992452635,-0.14970905974819493,-3.8372828075447885,-4.249932924050652,-2.203228930026556,-2.1311048273517006,-2.949385678104047,-2.6278804404665355,-4.569652186664947,0.00014545116109825366,5.624281844363788e-05,0.006262836442052453,0.007394267751939569,0.0011236067043633047,0.002355697708792742,2.693691236263714e-05,0.0,1704.6540689115047
