PROPERTY,ZONE,FACIES,Avg,Avg_Weighted,Count,Max,Min,P10,P90,Stddev,ID,SOURCE
PERM,Therys,Calcite,0.0010000000474974513,0.0010000001639127731,17901,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Therys,Calcite,0.0,0.0,17901,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Therys,Calcite,1.0,,17901,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Therys,Lowershoreface,27.24213981628418,27.5172119140625,39745,108.79434204101562,5.0,12.831618309020996,44.470176696777344,13.02775764465332,Geogrid,Geogrid
PORO,Therys,Lowershoreface,0.24872608482837677,0.2494433969259262,39745,0.30000001192092896,0.20000000298023224,0.22652803361415863,0.2725071609020233,0.01762104406952858,Geogrid,Geogrid
SW,Therys,Lowershoreface,0.9024630188941956,,39745,1.0,0.24605849385261536,0.41067397594451904,1.0,0.2230204939842224,Geogrid,Geogrid
PERM,Therys,Offshore,1.942137598991394,1.9214192628860474,68109,4.626245021820068,0.3570236563682556,1.1997655630111694,2.796541690826416,0.6155098676681519,Geogrid,Geogrid
PORO,Therys,Offshore,0.09807129949331284,0.09967687726020813,68109,0.1899999976158142,0.019999999552965164,0.05273354798555374,0.14750456809997559,0.03603959456086159,Geogrid,Geogrid
SW,Therys,Offshore,0.987290620803833,,68109,1.0,0.652000367641449,1.0,1.0,0.04820697754621506,Geogrid,Geogrid
PERM,Therys,Uppershoreface,1174.740234375,1188.3909912109375,60741,2500.0,500.0,665.2142944335938,1801.0767822265625,451.8918762207031,Geogrid,Geogrid
PORO,Therys,Uppershoreface,0.3291270136833191,0.32875096797943115,60741,0.38683319091796875,0.27886897325515747,0.31122034788131714,0.34713780879974365,0.01403545681387186,Geogrid,Geogrid
SW,Therys,Uppershoreface,0.8953627347946167,,60741,1.0,0.03162270784378052,0.14599518477916718,1.0,0.29138994216918945,Geogrid,Geogrid
PERM,Valysar,Channel,1065.609619140625,1070.267822265625,83735,2000.0,400.0,763.2847290039062,1398.2503662109375,250.3541259765625,Geogrid,Geogrid
PORO,Valysar,Channel,0.27478650212287903,0.2751832902431488,83735,0.3400000035762787,0.20000000298023224,0.24751777946949005,0.3017740845680237,0.021129833534359932,Geogrid,Geogrid
SW,Valysar,Channel,0.8036760091781616,,83735,1.0,0.024082032963633537,0.06258108466863632,1.0,0.377937912940979,Geogrid,Geogrid
PERM,Valysar,Coal,0.0010000000474974513,0.0010000001639127731,45546,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Valysar,Coal,0.0,0.0,45546,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Valysar,Coal,1.0,,45546,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Valysar,Crevasse,94.02294921875,93.79785919189453,41274,200.0,50.0,77.8095932006836,114.2452621459961,18.18368148803711,Geogrid,Geogrid
PORO,Valysar,Crevasse,0.2118951976299286,0.21208910644054413,41274,0.27000001072883606,0.14000000059604645,0.18485435843467712,0.23907779157161713,0.020930180326104164,Geogrid,Geogrid
SW,Valysar,Crevasse,0.825301468372345,,41274,1.0,0.129517063498497,0.21310219168663025,1.0,0.3195265829563141,Geogrid,Geogrid
PERM,Valysar,Floodplain,0.861944854259491,0.832780659198761,98085,3.3429605960845947,0.1025879755616188,0.45218247175216675,1.3776832818984985,0.37929338216781616,Geogrid,Geogrid
PORO,Valysar,Floodplain,0.10106867551803589,0.10090199112892151,98085,0.14249667525291443,0.06682531535625458,0.08810241520404816,0.11414490640163422,0.010187155567109585,Geogrid,Geogrid
SW,Valysar,Floodplain,0.979322075843811,,98085,1.0,0.694883406162262,0.9010429382324219,1.0,0.05949736386537552,Geogrid,Geogrid
PERM,Volon,Calcite,0.0010000000474974513,0.0010000000474974513,22516,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Volon,Calcite,0.0,0.0,22516,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Volon,Calcite,1.0,,22516,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Volon,Channel,1612.3204345703125,1634.2215576171875,119590,5000.0,500.0,960.6401977539062,2474.54736328125,754.9531860351562,Geogrid,Geogrid
PORO,Volon,Channel,0.24962545931339264,0.2504853308200836,119590,0.3199999928474426,0.20000000298023224,0.223221093416214,0.27623772621154785,0.020500890910625458,Geogrid,Geogrid
SW,Volon,Channel,0.9018917083740234,,119590,1.0,0.028579091653227806,0.17257656157016754,1.0,0.283843070268631,Geogrid,Geogrid
