PROPERTY,ZONE,FACIES,Avg,Avg_Weighted,Count,Max,Min,P10,P90,Stddev,ID,SOURCE
PERM,Therys,Calcite,0.0010000000474974513,0.0010000000474974513,18103,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Therys,Calcite,0.0,0.0,18103,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Therys,Calcite,1.0,,18103,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Therys,Lowershoreface,28.638023376464844,29.1694278717041,39778,150.0,5.0,11.485990524291992,50.09926223754883,17.38584327697754,Geogrid,Geogrid
PORO,Therys,Lowershoreface,0.24978519976139069,0.24955227971076965,39778,0.30000001192092896,0.20000000298023224,0.2325710952281952,0.2666155993938446,0.01338026113808155,Geogrid,Geogrid
SW,Therys,Lowershoreface,0.9158493876457214,,39778,1.0,0.24912133812904358,0.44567611813545227,1.0,0.20866845548152924,Geogrid,Geogrid
PERM,Therys,Offshore,1.8648847341537476,1.8937559127807617,67050,4.661450386047363,0.20000000298023224,1.1028112173080444,2.6930432319641113,0.6084892749786377,Geogrid,Geogrid
PORO,Therys,Offshore,0.09698996692895889,0.09795910865068436,67050,0.1899999976158142,0.019999999552965164,0.06258047372102737,0.13117170333862305,0.026632873341441154,Geogrid,Geogrid
SW,Therys,Offshore,0.9892836809158325,,67050,1.0,0.6932713389396667,1.0,1.0,0.044451743364334106,Geogrid,Geogrid
PERM,Therys,Uppershoreface,1195.786376953125,1186.5146484375,60093,2500.0,500.0,583.8009033203125,1916.285888671875,503.4970397949219,Geogrid,Geogrid
PORO,Therys,Uppershoreface,0.3255842328071594,0.32552534341812134,60093,0.3894864320755005,0.27325502038002014,0.3044296205043793,0.3481835126876831,0.017085107043385506,Geogrid,Geogrid
SW,Therys,Uppershoreface,0.911755383014679,,60093,1.0,0.03232938051223755,1.0,1.0,0.270891398191452,Geogrid,Geogrid
PERM,Valysar,Channel,1073.052001953125,1070.72412109375,80362,2000.0,400.0,749.0797729492188,1430.509033203125,268.7574157714844,Geogrid,Geogrid
PORO,Valysar,Channel,0.27558767795562744,0.27548399567604065,80362,0.3400000035762787,0.20000000298023224,0.24691109359264374,0.3043111264705658,0.02233075350522995,Geogrid,Geogrid
SW,Valysar,Channel,0.8008160591125488,,80362,1.0,0.026917025446891785,0.06326071918010712,1.0,0.3802987039089203,Geogrid,Geogrid
PERM,Valysar,Coal,0.0010000000474974513,0.0010000000474974513,45415,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Valysar,Coal,0.0,0.0,45415,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Valysar,Coal,1.0,,45415,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Valysar,Crevasse,94.91490936279297,94.802490234375,43142,200.0,50.0,78.13946533203125,115.59150695800781,18.475427627563477,Geogrid,Geogrid
PORO,Valysar,Crevasse,0.2129971981048584,0.21314844489097595,43142,0.27000001072883606,0.14000000059604645,0.18675535917282104,0.23909924924373627,0.02038423903286457,Geogrid,Geogrid
SW,Valysar,Crevasse,0.8402264714241028,,43142,1.0,0.13519912958145142,0.21737278997898102,1.0,0.30888426303863525,Geogrid,Geogrid
PERM,Valysar,Floodplain,0.8179977536201477,0.8125436902046204,99721,3.999591827392578,0.11147720366716385,0.42592793703079224,1.2809075117111206,0.35574638843536377,Geogrid,Geogrid
PORO,Valysar,Floodplain,0.10137680172920227,0.10099110007286072,99721,0.14642779529094696,0.05820339918136597,0.08697500824928284,0.11609551310539246,0.011350098997354507,Geogrid,Geogrid
SW,Valysar,Floodplain,0.9844395518302917,,99721,1.0,0.7024286985397339,0.989270031452179,1.0,0.05149829015135765,Geogrid,Geogrid
PERM,Volon,Calcite,0.0010000000474974513,0.0010000000474974513,22282,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Volon,Calcite,0.0,0.0,22282,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Volon,Calcite,1.0,,22282,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Volon,Channel,1607.2755126953125,1639.5283203125,119674,5000.0,500.0,946.98291015625,2484.1484375,763.9287109375,Geogrid,Geogrid
PORO,Volon,Channel,0.24992896616458893,0.2503963112831116,119674,0.3199999928474426,0.20000000298023224,0.2229275107383728,0.276888906955719,0.020853880792856216,Geogrid,Geogrid
SW,Volon,Channel,0.9128047227859497,,119674,1.0,0.027738135308027267,1.0,1.0,0.2693955600261688,Geogrid,Geogrid
PERM,Volon,Floodplain,0.0010000000474974513,0.0010000000474974513,58144,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Volon,Floodplain,0.0968981385231018,0.09685918688774109,58144,0.1483342945575714,0.05999999865889549,0.07847295701503754,0.11476612091064453,0.013972586952149868,Geogrid,Geogrid
SW,Volon,Floodplain,1.0,,58144,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Therys,Total,395.20611572265625,384.06866455078125,185024,2500.0,0.0010000000474974513,0.5830212831497192,1363.4307861328125,625.1424560546875,Geogrid,Geogrid
PORO,Therys,Total,0.19459348917007446,0.19540873169898987,185024,0.3894864320755005,0.0,0.02869199775159359,0.33306756615638733,0.11736822873353958,Geogrid,Geogrid
SW,Therys,Total,0.9493646621704102,,185024,1.0,0.03232938051223755,1.0,1.0,0.1882534623146057,Geogrid,Geogrid
PERM,Valysar,Total,336.5434875488281,330.6796569824219,268640,2000.0,0.0010000000474974513,0.0010000000474974513,1163.71044921875,504.2764587402344,Geogrid,Geogrid
PORO,Valysar,Total,0.1542782038450241,0.15295907855033875,268640,0.3400000035762787,0.0,0.0,0.2850698232650757,0.10140180587768555,Geogrid,Geogrid
SW,Valysar,Total,0.9089805483818054,,268640,1.0,0.026917025446891785,0.7382322549819946,1.0,0.25950631499290466,Geogrid,Geogrid
PERM,Volon,Total,961.2652587890625,994.136474609375,200100,5000.0,0.0010000000474974513,0.0010000000474974513,2100.64990234375,984.8933715820312,Geogrid,Geogrid
PORO,Volon,Total,0.1776314079761505,0.17885340750217438,200100,0.3199999928474426,0.0,0.0,0.2702171206474304,0.09407667815685272,Geogrid,Geogrid
SW,Volon,Total,0.9478510618209839,,200100,1.0,0.027738135308027267,1.0,1.0,0.21267788112163544,Geogrid,Geogrid
PERM,Total,Calcite,0.0010000000474974513,0.0010000001639127731,40385,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Total,Calcite,0.0,0.0,40385,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Total,Calcite,1.0,,40385,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Total,Channel,1392.6578369140625,1431.8856201171875,200036,5000.0,400.0,837.6524047851562,2100.94921875,668.3920288085938,Geogrid,Geogrid
PORO,Total,Channel,0.26023703813552856,0.25955459475517273,200036,0.3400000035762787,0.20000000298023224,0.228481262922287,0.292906254529953,0.0248744934797287,Geogrid,Geogrid
SW,Total,Channel,0.8678146600723267,,200036,1.0,0.026917025446891785,0.08172643184661865,1.0,0.32331737875938416,Geogrid,Geogrid
