WELL,I,J,K1,K2,OP/SH,SATN,TRAN,WBDIA,KH,SKIN,DFACT,DIR,PEQVR,DATE
R_A2,22,30,1,1,OPEN,0,23.1538265,0.2413,2317.47974,0.0,,Z,25.7304185,2018-01-01
R_A2,22,30,2,2,OPEN,0,19.5803446,0.2413,1958.20022,0.0,,Z,25.6174783,2018-01-01
R_A2,22,30,3,3,OPEN,0,17.9372665,0.2413,1793.08372,0.0,,Z,25.5567369,2018-01-01
R_A2,22,30,4,4,OPEN,0,13.1949887,0.2413,1318.33885,0.0,,Z,25.4855387,2018-01-01
R_A2,22,30,5,5,OPEN,0,7.26029089,0.2413,722.709669,0.0,,Z,24.9862553,2018-01-01
R_A2,22,30,6,6,OPEN,0,6.73731536,0.2413,538.245673,0.0,,Z,8.7181201,2018-01-01
R_A2,22,30,7,7,OPEN,0,0.01009518,0.2413,0.97836284,0.0,,Z,21.7034913,2018-01-01
R_A2,22,30,8,8,OPEN,0,4.18229103,0.2413,416.094398,0.0,,Z,24.9151212,2018-01-01
R_A2,22,30,9,9,OPEN,0,8.35797225,0.2413,831.339784,0.0,,Z,24.88457,2018-01-01
R_A2,22,30,10,10,OPEN,0,0.00970102,0.2413,0.77778187,0.0,,Z,8.85227512,2018-01-01
R_A2,22,30,11,11,OPEN,0,15.6171405,0.2413,1536.30832,0.0,,Z,23.4685999,2018-01-01
R_A2,22,30,12,12,OPEN,0,18.964257,0.2413,1484.98556,0.0,,Z,8.00800885,2018-01-01
R_A2,22,30,13,13,OPEN,0,0.2695367,0.2413,21.1460022,0.0,,Z,8.07206408,2018-01-01
R_A2,22,30,14,14,OPEN,0,0.29069526,0.2413,28.9471808,0.0,,Z,25.0349397,2018-01-01
R_A2,22,30,15,15,OPEN,0,0.13665625,0.2413,13.4683125,0.0,,Z,23.6997358,2018-01-01
R_A2,22,30,16,16,OPEN,0,0.03527844,0.2413,3.50997375,0.0,,Z,24.9202796,2018-01-01
R_A2,22,30,17,17,OPEN,0,0.04328318,0.2413,4.29949004,0.0,,Z,24.708254,2018-01-01
R_A2,22,30,18,18,OPEN,0,0.01957077,0.2413,1.94492447,0.0,,Z,24.768014,2018-01-01
R_A2,22,29,18,18,OPEN,0,0.01449884,0.2413,1.44166837,0.0,,Z,24.8402094,2018-01-01
R_A2,22,29,19,19,OPEN,0,0.00139473,0.2413,0.13874144,0.0,,Z,24.8966866,2018-01-01
