PROPERTY,ZONE,FACIES,Avg,Avg_Weighted,Count,Max,Min,P10,P90,Stddev,ID,SOURCE
PERM,Therys,Calcite,0.0010000000474974513,0.0010000000474974513,17812,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Therys,Calcite,0.0,0.0,17812,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Therys,Calcite,1.0,,17812,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Therys,Lowershoreface,38.10152816772461,38.80563735961914,39342,150.0,5.0,14.09573745727539,68.57644653320312,23.37180519104004,Geogrid,Geogrid
PORO,Therys,Lowershoreface,0.2549857497215271,0.25486448407173157,39342,0.30000001192092896,0.20472301542758942,0.23628054559230804,0.2737993001937866,0.014636529609560966,Geogrid,Geogrid
SW,Therys,Lowershoreface,0.9012810587882996,,39342,1.0,0.2437487244606018,0.4036921560764313,1.0,0.2230970710515976,Geogrid,Geogrid
PERM,Therys,Offshore,1.7573041915893555,1.7882062196731567,66931,5.125206470489502,0.20000000298023224,0.9297292828559875,2.6344664096832275,0.6747574210166931,Geogrid,Geogrid
PORO,Therys,Offshore,0.09992261230945587,0.1012611910700798,66931,0.1899999976158142,0.019999999552965164,0.06340566277503967,0.1361343115568161,0.02812798134982586,Geogrid,Geogrid
SW,Therys,Offshore,0.987480103969574,,66931,1.0,0.7060351371765137,1.0,1.0,0.04698769748210907,Geogrid,Geogrid
PERM,Therys,Uppershoreface,1458.13232421875,1457.0042724609375,60635,2500.0,500.0,914.60791015625,2094.016845703125,446.3282775878906,Geogrid,Geogrid
PORO,Therys,Uppershoreface,0.33656758069992065,0.3370496332645416,60635,0.38697969913482666,0.28284507989883423,0.3192090392112732,0.3534872829914093,0.013289595022797585,Geogrid,Geogrid
SW,Therys,Uppershoreface,0.8912190198898315,,60635,1.0,0.029839375987648964,0.11961489170789719,1.0,0.2972072958946228,Geogrid,Geogrid
PERM,Valysar,Channel,1061.9039306640625,1064.37841796875,83264,2000.0,400.0,762.8755493164062,1394.722412109375,249.22955322265625,Geogrid,Geogrid
PORO,Valysar,Channel,0.2739364802837372,0.2743881344795227,83264,0.3400000035762787,0.20000000298023224,0.2468874752521515,0.3008863031864166,0.02108432911336422,Geogrid,Geogrid
SW,Valysar,Channel,0.8006585240364075,,83264,1.0,0.02382659539580345,0.060688622295856476,1.0,0.3811053931713104,Geogrid,Geogrid
PERM,Valysar,Coal,0.0010000000474974513,0.0010000000474974513,44229,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Valysar,Coal,0.0,0.0,44229,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Valysar,Coal,1.0,,44229,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Valysar,Crevasse,95.14608001708984,95.10688781738281,42071,200.0,50.0,78.13946533203125,116.2866439819336,19.11446189880371,Geogrid,Geogrid
PORO,Valysar,Crevasse,0.21236860752105713,0.21251073479652405,42071,0.27000001072883606,0.14000000059604645,0.18581800162792206,0.2390562891960144,0.020608795806765556,Geogrid,Geogrid
SW,Valysar,Crevasse,0.8365540504455566,,42071,1.0,0.12898071110248566,0.2147432118654251,1.0,0.3129006326198578,Geogrid,Geogrid
PERM,Valysar,Floodplain,0.7953801155090332,0.7913749814033508,99076,3.414773464202881,0.11012713611125946,0.39694592356681824,1.2906043529510498,0.36288967728614807,Geogrid,Geogrid
PORO,Valysar,Floodplain,0.10184574872255325,0.10167866200208664,99076,0.1389217972755432,0.06736870855093002,0.08949699997901917,0.1145460456609726,0.009675245732069016,Geogrid,Geogrid
SW,Valysar,Floodplain,0.9809722304344177,,99076,1.0,0.6567343473434448,0.9156900644302368,1.0,0.05603288486599922,Geogrid,Geogrid
PERM,Volon,Calcite,0.0010000000474974513,0.0010000000474974513,22378,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Volon,Calcite,0.0,0.0,22378,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Volon,Calcite,1.0,,22378,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Volon,Channel,1619.0999755859375,1606.1729736328125,119676,5000.0,500.0,951.8788452148438,2508.60888671875,767.9594116210938,Geogrid,Geogrid
PORO,Volon,Channel,0.25023365020751953,0.2501349151134491,119676,0.3199999928474426,0.20000000298023224,0.2234187126159668,0.2770899534225464,0.02075929380953312,Geogrid,Geogrid
SW,Volon,Channel,0.9032363891601562,,119676,1.0,0.027551069855690002,0.20041339099407196,1.0,0.282192200422287,Geogrid,Geogrid
PERM,Volon,Floodplain,0.0010000000474974513,0.0010000001639127731,58226,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Volon,Floodplain,0.09698610752820969,0.09752207249403,58226,0.15544766187667847,0.05999999865889549,0.07815808802843094,0.11597127467393875,0.014659713953733444,Geogrid,Geogrid
SW,Volon,Floodplain,1.0,,58226,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Therys,Total,487.388916015625,479.7420349121094,184720,2500.0,0.0010000000474974513,0.4513394236564636,1655.1566162109375,725.38818359375,Geogrid,Geogrid
PORO,Therys,Total,0.20099255442619324,0.20289546251296997,184720,0.38697969913482666,0.0,0.03558419644832611,0.34352168440818787,0.12100217491388321,Geogrid,Geogrid
SW,Therys,Total,0.9387304782867432,,184720,1.0,0.029839375987648964,0.9288554191589355,1.0,0.20653854310512543,Geogrid,Geogrid
PERM,Valysar,Total,344.327392578125,347.3179931640625,268640,2000.0,0.0010000000474974513,0.0010000000474974513,1155.06103515625,501.6722106933594,Geogrid,Geogrid
PORO,Valysar,Total,0.1557254046201706,0.156887024641037,268640,0.3400000035762787,0.0,0.0,0.28358224034309387,0.10067630559206009,Geogrid,Geogrid
SW,Valysar,Total,0.9056004285812378,,268640,1.0,0.02382659539580345,0.5027142763137817,1.0,0.2631150186061859,Geogrid,Geogrid
PERM,Volon,Total,967.4829711914062,985.0581665039062,200280,5000.0,0.0010000000474974513,0.0010000000474974513,2115.011474609375,991.3817749023438,Geogrid,Geogrid
PORO,Volon,Total,0.1777215600013733,0.18015150725841522,200280,0.3199999928474426,0.0,0.0,0.27034392952919006,0.09426562488079071,Geogrid,Geogrid
SW,Volon,Total,0.9421795010566711,,200280,1.0,0.027551069855690002,1.0,1.0,0.22323843836784363,Geogrid,Geogrid
PERM,Total,Calcite,0.0010000000474974513,0.0010000001639127731,40190,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Total,Calcite,0.0,0.0,40190,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Total,Calcite,1.0,,40190,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Total,Channel,1390.48876953125,1401.0810546875,202940,5000.0,400.0,841.4425048828125,2106.67431640625,669.6204223632812,Geogrid,Geogrid
PORO,Total,Channel,0.2599586546421051,0.25931575894355774,202940,0.3400000035762787,0.20000000298023224,0.22921708226203918,0.291111558675766,0.02392616495490074,Geogrid,Geogrid
SW,Total,Channel,0.8611498475074768,,202940,1.0,0.02382659539580345,0.07568734139204025,1.0,0.3302973210811615,Geogrid,Geogrid
PERM,Total,Coal,0.0010000000474974513,0.0010000000474974513,44229,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Total,Coal,0.0,0.0,44229,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Total,Coal,1.0,,44229,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Total,Crevasse,95.14608001708984,95.10688781738281,42071,200.0,50.0,78.13946533203125,116.2866439819336,19.11446189880371,Geogrid,Geogrid
PORO,Total,Crevasse,0.21236860752105713,0.21251073479652405,42071,0.27000001072883606,0.14000000059604645,0.18581800162792206,0.2390562891960144,0.020608795806765556,Geogrid,Geogrid
SW,Total,Crevasse,0.8365540504455566,,42071,1.0,0.12898071110248566,0.2147432118654251,1.0,0.3129006326198578,Geogrid,Geogrid
PERM,Total,Floodplain,0.501336932182312,0.48565199971199036,157302,3.414773464202881,0.0010000000474974513,0.0010000000474974513,1.1412547826766968,0.47965091466903687,Geogrid,Geogrid
PORO,Total,Floodplain,0.10004693269729614,0.10007084906101227,157302,0.15544766187667847,0.05999999865889549,0.08491286635398865,0.11499854177236557,0.012000571936368942,Geogrid,Geogrid
SW,Total,Floodplain,0.9880154132843018,,157302,1.0,0.6567343473434448,1.0,1.0,0.04540836811065674,Geogrid,Geogrid
PERM,Total,Lowershoreface,38.10152816772461,38.80563735961914,39342,150.0,5.0,14.09573745727539,68.57644653320312,23.37180519104004,Geogrid,Geogrid
PORO,Total,Lowershoreface,0.2549857497215271,0.25486448407173157,39342,0.30000001192092896,0.20472301542758942,0.23628054559230804,0.2737993001937866,0.014636529609560966,Geogrid,Geogrid
SW,Total,Lowershoreface,0.9012810587882996,,39342,1.0,0.2437487244606018,0.4036921560764313,1.0,0.2230970710515976,Geogrid,Geogrid
PERM,Total,Offshore,1.7573041915893555,1.7882062196731567,66931,5.125206470489502,0.20000000298023224,0.9297292828559875,2.6344664096832275,0.6747574210166931,Geogrid,Geogrid
PORO,Total,Offshore,0.09992261230945587,0.1012611910700798,66931,0.1899999976158142,0.019999999552965164,0.06340566277503967,0.1361343115568161,0.02812798134982586,Geogrid,Geogrid
SW,Total,Offshore,0.987480103969574,,66931,1.0,0.7060351371765137,1.0,1.0,0.04698769748210907,Geogrid,Geogrid
PERM,Total,Uppershoreface,1458.13232421875,1457.0042724609375,60635,2500.0,500.0,914.60791015625,2094.016845703125,446.3282775878906,Geogrid,Geogrid
PORO,Total,Uppershoreface,0.33656758069992065,0.3370496332645416,60635,0.38697969913482666,0.28284507989883423,0.3192090392112732,0.3534872829914093,0.013289595022797585,Geogrid,Geogrid
SW,Total,Uppershoreface,0.8912190198898315,,60635,1.0,0.029839375987648964,0.11961489170789719,1.0,0.2972072958946228,Geogrid,Geogrid
PERM,Total,Total,575.6962280273438,593.6438598632812,653640,5000.0,0.0010000000474974513,0.0010000000474974513,1614.6680908203125,790.26708984375,Geogrid,Geogrid
PORO,Total,Total,0.17525777220726013,0.1772833615541458,653640,0.38697969913482666,0.0,0.0,0.30656561255455017,0.10663927346467972,Geogrid,Geogrid
SW,Total,Total,0.9261711835861206,,653640,1.0,0.02382659539580345,0.8810637593269348,1.0,0.23680108785629272,Geogrid,Geogrid
