WELL,I,J,K1,K2,OP/SH,SATN,TRAN,WBDIA,KH,SKIN,DFACT,DIR,PEQVR,DATE
R_A2,22,30,1,1,OPEN,0,10.8293045,0.2413,1093.45273,0.0,,Z,26.9741552,2018-01-01
R_A2,22,30,2,2,OPEN,0,9.18391864,0.2413,926.864855,0.0,,Z,26.9033486,2018-01-01
R_A2,22,30,3,3,OPEN,0,7.31707384,0.2413,737.963401,0.0,,Z,26.8060849,2018-01-01
R_A2,22,30,4,4,OPEN,0,6.43887073,0.2413,648.736976,0.0,,Z,26.6603273,2018-01-01
R_A2,22,30,5,5,OPEN,0,5.58340582,0.2413,561.978655,0.0,,Z,26.5155477,2018-01-01
R_A2,22,30,6,6,OPEN,0,3.14037417,0.2413,300.31097,0.0,,Z,20.2598116,2018-01-01
R_A2,22,30,7,7,OPEN,0,2.04531995,0.2413,172.375612,0.0,,Z,11.0285793,2018-01-01
R_A2,22,30,8,8,OPEN,0,3.44739529,0.2413,347.937195,0.0,,Z,26.9105135,2018-01-01
R_A2,22,30,9,9,OPEN,0,1.85168524,0.2413,148.257777,0.0,,Z,8.8007982,2018-01-01
R_A2,22,30,10,10,OPEN,0,1.52918443,0.2413,122.447327,0.0,,Z,8.80419982,2018-01-01
R_A2,22,30,11,11,OPEN,0,28.8832481,0.2413,2892.19836,0.0,,Z,25.7905085,2018-01-01
R_A2,22,30,12,12,OPEN,0,0.00462872,0.2413,0.36105396,0.0,,Z,7.87970011,2018-01-01
R_A2,22,30,13,13,OPEN,0,0.10990041,0.2413,8.67790357,0.0,,Z,8.29494491,2018-01-01
R_A2,22,30,14,14,OPEN,0,0.30837058,0.2413,30.8932379,0.0,,Z,25.8570188,2018-01-01
R_A2,22,30,15,15,OPEN,0,0.14910837,0.2413,14.7795272,0.0,,Z,24.4257922,2018-01-01
R_A2,22,30,16,16,OPEN,0,0.03195115,0.2413,3.17352234,0.0,,Z,24.6953234,2018-01-01
R_A2,22,30,17,17,OPEN,0,0.02241041,0.2413,2.22821556,0.0,,Z,24.8326397,2018-01-01
R_A2,22,30,18,18,OPEN,0,0.04163343,0.2413,4.13676096,0.0,,Z,24.744745,2018-01-01
R_A2,22,30,19,19,OPEN,0,0.00545621,0.2413,0.54347324,0.0,,Z,25.0715983,2018-01-01
R_A2,22,29,25,25,OPEN,0,0.01574867,0.2413,1.20224424,0.0,,Z,7.20778112,2018-01-01
R_A2,22,29,26,26,OPEN,0,0.45771335,0.2413,35.8156267,0.0,,Z,7.98427111,2018-01-01
R_A2,22,29,27,27,OPEN,0,0.0289097,0.2413,2.7372319,0.0,,Z,19.2575991,2018-01-01
R_A2,22,29,28,28,OPEN,0,1.27407996,0.2413,107.214577,0.0,,Z,10.9535113,2018-01-01
R_A2,22,29,29,29,OPEN,0,1.47783419,0.2413,121.172776,0.0,,Z,9.7580188,2018-01-01
R_A3,28,41,1,1,OPEN,0,0.51776674,0.2413,45.9321054,0.0,,Z,13.9858239,2018-01-01
R_A3,28,41,2,2,OPEN,0,1.34878048,0.2413,132.586355,0.0,,Z,23.3778672,2018-01-01
R_A3,28,41,3,3,OPEN,0,1.88424578,0.2413,185.204734,0.0,,Z,23.3656729,2018-01-01
R_A3,28,41,4,4,OPEN,0,1.0426028,0.2413,99.6827013,0.0,,Z,20.2385795,2018-01-01
R_A3,28,41,5,5,OPEN,0,0.00710114,0.2413,0.67824849,0.0,,Z,20.1338602,2018-01-01
R_A3,28,41,6,6,OPEN,0,0.65896721,0.2413,63.0692039,0.0,,Z,20.3469738,2018-01-01
R_A3,28,41,7,7,OPEN,0,1.39109122,0.2413,136.579545,0.0,,Z,23.2288855,2018-01-01
R_A3,28,41,8,8,OPEN,0,0.08840477,0.2413,8.68143511,0.0,,Z,23.2530314,2018-01-01
R_A3,29,41,8,8,OPEN,0,1.29728116,0.2413,126.210311,0.0,,Z,22.143375,2018-01-01
R_A3,29,41,9,9,OPEN,0,0.04786828,0.2413,4.40838241,0.0,,Z,16.7641789,2018-01-01
R_A3,29,41,10,10,OPEN,0,1.713603,0.2413,134.057622,0.0,,Z,7.97674683,2018-01-01
R_A3,29,41,11,11,OPEN,0,16.0349517,0.2413,1577.62404,0.0,,Z,23.4854084,2018-01-01
R_A3,29,41,12,12,OPEN,0,5.86797313,0.2413,584.875578,0.0,,Z,25.1604963,2018-01-01
R_A3,29,41,13,13,OPEN,0,4.55202391,0.2413,426.798908,0.0,,Z,18.3295665,2018-01-01
R_A3,29,41,14,14,OPEN,0,0.0371371,0.2413,2.9185441,0.0,,Z,8.13076039,2018-01-01
R_A3,29,41,15,15,OPEN,0,0.00194537,0.2413,0.15171348,0.0,,Z,7.87295973,2018-01-01
R_A3,29,41,16,16,OPEN,0,0.0381828,0.2413,3.65388689,0.0,,Z,20.3310843,2018-01-01
R_A3,29,41,17,17,OPEN,0,0.00637521,0.2413,0.62550393,0.0,,Z,23.1461983,2018-01-01
R_A3,29,41,25,25,OPEN,0,16.5563087,0.2413,829.981439,0.0,,Z,1.77001706,2018-01-01
R_A3,29,41,26,26,OPEN,0,111.322023,0.2413,10971.4647,0.0,,Z,23.6996881,2018-01-01
R_A3,29,41,27,27,OPEN,0,47.5138322,0.2413,4671.42446,0.0,,Z,23.3982079,2018-01-01
R_A3,29,41,28,28,OPEN,0,12.7530734,0.2413,1238.91498,0.0,,Z,21.975621,2018-01-01
R_A3,29,41,29,29,OPEN,0,29.9794706,0.2413,2953.37004,0.0,,Z,23.6451249,2018-01-01
R_A4,30,52,1,1,OPEN,0,237.787853,0.2413,22172.6828,0.0,,X,17.8311091,2018-01-01
R_A4,31,52,1,1,OPEN,0,333.121039,0.2413,31072.3064,0.0,,X,17.860439,2018-01-01
R_A4,31,52,2,2,OPEN,0,953.26141,0.2413,88848.4982,0.0,,X,17.7920862,2018-01-01
R_A4,31,52,3,3,OPEN,0,212.312534,0.2413,19790.3381,0.0,,X,17.8001692,2018-01-01
R_A4,32,52,3,3,OPEN,0,247.975436,0.2413,23020.6867,0.0,,X,17.4426605,2018-01-01
R_A4,32,52,2,2,OPEN,0,243.508521,0.2413,22603.0834,0.0,,X,17.4314606,2018-01-01
R_A4,32,51,2,2,OPEN,0,627.356736,0.2413,57863.2696,0.0,,X,16.8898636,2018-01-01
R_A4,33,51,2,2,OPEN,0,1019.76765,0.2413,93819.9748,0.0,,X,16.6811226,2018-01-01
R_A4,33,50,2,2,OPEN,0,52.9927974,0.2413,4874.26664,0.0,,X,16.6618916,2018-01-01
R_A4,34,50,2,2,OPEN,0,776.727379,0.2413,71654.4572,0.0,,X,16.9064376,2018-01-01
R_A4,35,50,2,2,OPEN,0,274.364406,0.2413,25306.1591,0.0,,X,16.891797,2018-01-01
R_A4,35,49,2,2,OPEN,0,209.481552,0.2413,19809.4947,0.0,,X,19.1365178,2018-01-01
R_A4,36,49,29,29,OPEN,0,1341.35983,0.2413,124572.287,0.0,,X,17.4759647,2018-01-01
R_A4,36,48,29,29,OPEN,0,107.778069,0.2413,10003.3328,0.0,,X,17.4236372,2018-01-01
R_A4,37,48,29,29,OPEN,0,1354.69647,0.2413,123203.218,0.0,,X,15.7634961,2018-01-01
R_A4,38,48,29,29,OPEN,0,900.059856,0.2413,84069.9963,0.0,,X,17.9838928,2018-01-01
R_A4,38,47,29,29,OPEN,0,19.3795375,0.2413,1311.97541,0.0,,X,4.53686604,2018-01-01
R_A5,31,20,1,1,OPEN,0,23.3037218,0.2413,2270.39234,0.0,,Z,22.3075152,2018-01-01
R_A5,31,20,2,2,OPEN,0,26.040741,0.2413,2540.22461,0.0,,Z,22.4537109,2018-01-01
R_A5,31,20,3,3,OPEN,0,26.3460173,0.2413,2573.18451,0.0,,Z,22.5994205,2018-01-01
R_A5,31,20,4,4,OPEN,0,26.1404278,0.2413,2555.54688,0.0,,Z,22.7128185,2018-01-01
R_A5,31,20,5,5,OPEN,0,18.318005,0.2413,1793.08828,0.0,,Z,22.8647206,2018-01-01
R_A5,31,20,6,6,OPEN,0,14.6011272,0.2413,1430.65053,0.0,,Z,22.9820586,2018-01-01
R_A5,31,20,7,7,OPEN,0,0.013729,0.2413,1.26603598,0.0,,Z,16.8742764,2018-01-01
R_A5,31,20,8,8,OPEN,0,1.7769e-05,0.2413,0.00166941,0.0,,Z,18.5169428,2018-01-01
R_A5,31,20,9,9,OPEN,0,1.7748e-05,0.2413,0.00166945,0.0,,Z,18.629413,2018-01-01
R_A5,31,20,10,10,OPEN,0,1.7728e-05,0.2413,0.00166958,0.0,,Z,18.7420928,2018-01-01
R_A5,31,20,11,11,OPEN,0,11.5280646,0.2413,912.408109,0.0,,Z,8.37764549,2018-01-01
R_A5,31,20,12,12,OPEN,0,0.84532549,0.2413,67.832446,0.0,,Z,8.88502133,2018-01-01
R_A5,31,21,12,12,OPEN,0,0.79940243,0.2413,64.8195324,0.0,,Z,9.29442424,2018-01-01
R_A5,31,21,13,13,OPEN,0,0.5284733,0.2413,52.1288607,0.0,,Z,23.8070695,2018-01-01
R_A5,31,21,14,14,OPEN,0,0.81071799,0.2413,79.3872657,0.0,,Z,22.9082659,2018-01-01
R_A5,31,21,15,15,OPEN,0,0.14495287,0.2413,14.4170559,0.0,,Z,24.8760576,2018-01-01
R_A5,31,21,16,16,OPEN,0,0.0286406,0.2413,2.7784196,0.0,,Z,21.8154065,2018-01-01
R_A5,31,21,17,17,OPEN,0,0.01146973,0.2413,1.12055258,0.0,,Z,22.6329317,2018-01-01
R_A5,31,21,18,18,OPEN,0,0.01063725,0.2413,1.05594136,0.0,,Z,24.6214567,2018-01-01
R_A5,31,21,25,25,OPEN,0,11.2581028,0.2413,943.148082,0.0,,Z,10.7353257,2018-01-01
