WELL,I,J,K1,K2,OP/SH,SATN,TRAN,WBDIA,KH,SKIN,DFACT,DIR,PEQVR,DATE
R_A2,22,30,1,1,OPEN,0,17.1330172,0.2413,1727.73524,0.0,,Z,26.7880664,2018-01-01
R_A2,22,30,2,2,OPEN,0,19.8585463,0.2413,2003.6646,0.0,,Z,26.8662606,2018-01-01
R_A2,22,30,3,3,OPEN,0,16.8611147,0.2413,1699.89669,0.0,,Z,26.7524056,2018-01-01
R_A2,22,30,4,4,OPEN,0,14.6620091,0.2413,1477.13559,0.0,,Z,26.649704,2018-01-01
R_A2,22,30,5,5,OPEN,0,14.1580804,0.2413,1425.50083,0.0,,Z,26.5625052,2018-01-01
R_A2,22,30,6,6,OPEN,0,4.58702109,0.2413,435.463187,0.0,,Z,19.5190045,2018-01-01
R_A2,22,30,7,7,OPEN,0,0.01059223,0.2413,1.02722631,0.0,,Z,21.779641,2018-01-01
R_A2,22,30,8,8,OPEN,0,0.00599196,0.2413,0.56892617,0.0,,Z,19.5341535,2018-01-01
R_A2,22,30,9,9,OPEN,0,0.03305565,0.2413,2.55854651,0.0,,Z,7.62970247,2018-01-01
R_A2,22,30,10,10,OPEN,0,2.07062413,0.2413,165.773089,0.0,,Z,8.79753394,2018-01-01
R_A2,22,30,11,11,OPEN,0,24.3989842,0.2413,2443.02417,0.0,,Z,25.7822184,2018-01-01
R_A2,22,30,12,12,OPEN,0,10.3616116,0.2413,808.795006,0.0,,Z,7.90249245,2018-01-01
R_A2,22,30,13,13,OPEN,0,0.13475853,0.2413,13.413191,0.0,,Z,24.9758215,2018-01-01
R_A2,22,30,14,14,OPEN,0,0.35399434,0.2413,35.4010237,0.0,,Z,25.6120254,2018-01-01
R_A2,22,30,15,15,OPEN,0,0.13946836,0.2413,13.8629152,0.0,,Z,24.793542,2018-01-01
R_A2,22,30,16,16,OPEN,0,0.03301259,0.2413,3.28759605,0.0,,Z,25.0443101,2018-01-01
R_A2,22,30,17,17,OPEN,0,0.03048705,0.2413,3.03318683,0.0,,Z,24.9170177,2018-01-01
R_A2,22,30,18,18,OPEN,0,0.05152082,0.2413,5.12308937,0.0,,Z,24.8453866,2018-01-01
R_A2,22,30,19,19,OPEN,0,0.01047514,0.2413,1.03668588,0.0,,Z,24.22629,2018-01-01
R_A2,22,29,25,25,OPEN,0,0.02403017,0.2413,1.83502248,0.0,,Z,7.21700485,2018-01-01
