FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,345978.0,0.0,345978.0,82268265.0,0.0,48720591.0,48720591.0,85567515.0,496250.0,85071265.0,0.0,496250.0,WestLowland,Valysar
2,6587487.0,0.0,6587487.0,13767127.0,0.0,927649976.0,927649976.0,23681893.0,9444702.0,14237191.0,0.0,9444702.0,CentralSouth,Valysar
3,2548219.0,0.0,2548219.0,12328314.0,0.0,358840184.0,358840184.0,16402023.0,3653690.0,12748333.0,0.0,3653690.0,CentralNorth,Valysar
4,77891.0,71303.0,149194.0,3222200.0,464871149.0,15261140.0,480132289.0,5459660.0,126828.0,3332701.0,2000130.0,2126958.0,NorthHorst,Valysar
5,1113161.0,0.0,1113161.0,654772.0,0.0,156755319.0,156755319.0,2274063.0,1596734.0,677330.0,0.0,1596734.0,CentralRamp,Valysar
6,7862317.0,0.0,7862317.0,6323042.0,0.0,1107171542.0,1107171542.0,17819638.0,11279528.0,6540110.0,0.0,11279528.0,CentralHorst,Valysar
7,11352.0,0.0,11352.0,36171796.0,0.0,1598632.0,1598632.0,37407533.0,16277.0,37391256.0,0.0,16277.0,EastLowland,Valysar
8,143035.0,0.0,143035.0,110233207.0,0.0,20142195.0,20142195.0,114192572.0,205126.0,113987446.0,0.0,205126.0,WestLowland,Therys
9,744858.0,0.0,744858.0,5581411.0,0.0,104890872.0,104890872.0,6840097.0,1067734.0,5772363.0,0.0,1067734.0,CentralSouth,Therys
10,1235783.0,0.0,1235783.0,12092554.0,0.0,174022980.0,174022980.0,14275610.0,1771564.0,12504046.0,0.0,1771564.0,CentralNorth,Therys
11,169980.0,72057.0,242038.0,4001790.0,467496141.0,33304211.0,500800352.0,6425381.0,276773.0,4138815.0,2009793.0,2286566.0,NorthHorst,Therys
12,744512.0,0.0,744512.0,347173.0,-0.0,104842118.0,104842118.0,1426801.0,1067687.0,359114.0,0.0,1067687.0,CentralRamp,Therys
13,3575687.0,0.0,3575687.0,4633918.0,0.0,503528174.0,503528174.0,9921555.0,5129061.0,4792494.0,0.0,5129061.0,CentralHorst,Therys
14,0.0,0.0,0.0,18067683.0,0.0,0.0,0.0,18672597.0,0.0,18672597.0,0.0,0.0,EastLowland,Therys
15,5539.0,0.0,5539.0,79728177.0,-0.0,780056.0,780056.0,82440697.0,7943.0,82432754.0,0.0,7943.0,WestLowland,Volon
16,2163165.0,0.0,2163165.0,34815630.0,0.0,304616854.0,304616854.0,39101711.0,3100767.0,36000945.0,0.0,3100767.0,CentralSouth,Volon
17,235047.0,0.0,235047.0,6133715.0,0.0,33099333.0,33099333.0,6679250.0,336917.0,6342333.0,0.0,336917.0,CentralNorth,Volon
18,253693.0,26833.0,280527.0,1625622.0,173385340.0,49706148.0,223091487.0,2839147.0,413085.0,1681176.0,744886.0,1157971.0,NorthHorst,Volon
19,1165938.0,0.0,1165938.0,869891.0,0.0,164187418.0,164187418.0,2571261.0,1671540.0,899721.0,0.0,1671540.0,CentralRamp,Volon
20,7155340.0,0.0,7155340.0,8330452.0,0.0,1007614978.0,1007614978.0,18877385.0,10261768.0,8615617.0,0.0,10261768.0,CentralHorst,Volon
21,0.0,0.0,0.0,32500193.0,0.0,0.0,0.0,33597086.0,0.0,33597086.0,0.0,0.0,EastLowland,Volon
