PROPERTY,ZONE,FACIES,Avg,Avg_Weighted,Count,Max,Min,P10,P90,Stddev,ID,SOURCE
PERM,Therys,Calcite,0.0010000000474974513,0.0010000000474974513,17856,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Therys,Calcite,0.0,0.0,17856,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Therys,Calcite,1.0,,17856,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Therys,Lowershoreface,24.88421058654785,25.166030883789062,40740,110.45449829101562,5.0,11.400277137756348,42.609031677246094,12.83647632598877,Geogrid,Geogrid
PORO,Therys,Lowershoreface,0.25135162472724915,0.2513560354709625,40740,0.30000001192092896,0.20000000298023224,0.2356133610010147,0.26687246561050415,0.012321969494223595,Geogrid,Geogrid
SW,Therys,Lowershoreface,0.9128952026367188,,40740,1.0,0.24835187196731567,0.43499279022216797,1.0,0.21249350905418396,Geogrid,Geogrid
PERM,Therys,Offshore,1.870859980583191,1.8918278217315674,66829,4.819901466369629,0.292494535446167,1.1462708711624146,2.640913486480713,0.5911080241203308,Geogrid,Geogrid
PORO,Therys,Offshore,0.0950864925980568,0.09525604546070099,66829,0.1899999976158142,0.019999999552965164,0.06100207567214966,0.12921437621116638,0.026440458372235298,Geogrid,Geogrid
SW,Therys,Offshore,0.9889046549797058,,66829,1.0,0.6865622997283936,1.0,1.0,0.046291664242744446,Geogrid,Geogrid
PERM,Therys,Uppershoreface,1123.090087890625,1082.802490234375,59599,2500.0,500.0,608.272216796875,1789.2593994140625,467.8289489746094,Geogrid,Geogrid
PORO,Therys,Uppershoreface,0.32632648944854736,0.32478928565979004,59599,0.3841266930103302,0.27755749225616455,0.3075341582298279,0.3454573154449463,0.014724832028150558,Geogrid,Geogrid
SW,Therys,Uppershoreface,0.9055090546607971,,59599,1.0,0.030666405335068703,0.2422170341014862,1.0,0.2800873816013336,Geogrid,Geogrid
PERM,Valysar,Channel,1072.9024658203125,1069.4053955078125,78937,2000.0,400.0,756.596923828125,1421.514892578125,261.6856384277344,Geogrid,Geogrid
PORO,Valysar,Channel,0.2730887532234192,0.2728111445903778,78937,0.3400000035762787,0.20000000298023224,0.24531666934490204,0.300910085439682,0.02158346399664879,Geogrid,Geogrid
SW,Valysar,Channel,0.8128674626350403,,78937,1.0,0.025364017114043236,0.06631497293710709,1.0,0.3708306550979614,Geogrid,Geogrid
PERM,Valysar,Coal,0.0010000000474974513,0.0010000000474974513,45077,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Valysar,Coal,0.0,0.0,45077,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Valysar,Coal,1.0,,45077,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Valysar,Crevasse,95.16395568847656,95.2237777709961,44057,200.0,50.0,78.13946533203125,116.2866439819336,19.41209602355957,Geogrid,Geogrid
PORO,Valysar,Crevasse,0.21317392587661743,0.21319028735160828,44057,0.27000001072883606,0.14000000059604645,0.186351016163826,0.239738330245018,0.02074800245463848,Geogrid,Geogrid
SW,Valysar,Crevasse,0.8576981425285339,,44057,1.0,0.12445493042469025,0.2335340827703476,1.0,0.29536673426628113,Geogrid,Geogrid
PERM,Valysar,Floodplain,0.872271716594696,0.8492745161056519,100569,3.973294734954834,0.14147603511810303,0.45674750208854675,1.3943989276885986,0.3793720304965973,Geogrid,Geogrid
PORO,Valysar,Floodplain,0.10477425903081894,0.10398775339126587,100569,0.1408272087574005,0.06521932780742645,0.09159815311431885,0.11820264905691147,0.010363026522099972,Geogrid,Geogrid
SW,Valysar,Floodplain,0.9817151427268982,,100569,1.0,0.671301007270813,0.9298608303070068,1.0,0.05608482286334038,Geogrid,Geogrid
PERM,Volon,Calcite,0.0010000000474974513,0.0009999999310821295,22399,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Volon,Calcite,0.0,0.0,22399,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Volon,Calcite,1.0,,22399,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Volon,Channel,1601.5880126953125,1586.66064453125,119500,5000.0,500.0,946.3212280273438,2463.798828125,751.9472045898438,Geogrid,Geogrid
PORO,Volon,Channel,0.2507838010787964,0.2501101791858673,119500,0.3199999928474426,0.20000000298023224,0.22390411794185638,0.27765393257141113,0.02080385573208332,Geogrid,Geogrid
SW,Volon,Channel,0.910784900188446,,119500,1.0,0.02857288531959057,1.0,1.0,0.2720910310745239,Geogrid,Geogrid
PERM,Volon,Floodplain,0.0010000000474974513,0.0010000000474974513,58201,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Volon,Floodplain,0.1008341833949089,0.10162682831287384,58201,0.1599999964237213,0.05999999865889549,0.08138691633939743,0.12016130238771439,0.015046331100165844,Geogrid,Geogrid
SW,Volon,Floodplain,1.0,,58201,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Therys,Total,367.9191589355469,350.7166442871094,185024,2500.0,0.0010000000474974513,0.698961079120636,1271.066650390625,584.4683227539062,Geogrid,Geogrid
PORO,Therys,Total,0.19480355083942413,0.1959364414215088,185024,0.3841266930103302,0.0,0.03442833200097084,0.33349111676216125,0.11783777177333832,Geogrid,Geogrid
SW,Therys,Total,0.9463760852813721,,185024,1.0,0.030666405335068703,1.0,1.0,0.19416725635528564,Geogrid,Geogrid
PERM,Valysar,Total,331.194580078125,331.9068603515625,268640,2000.0,0.0010000000474974513,0.0010000000474974513,1157.702392578125,500.2243347167969,Geogrid,Geogrid
PORO,Valysar,Total,0.1544284224510193,0.15479490160942078,268640,0.3400000035762787,0.0,0.0,0.28206273913383484,0.09937646239995956,Geogrid,Geogrid
SW,Valysar,Total,0.9148303866386414,,268640,1.0,0.025364017114043236,0.779744029045105,1.0,0.2497480809688568,Geogrid,Geogrid
PERM,Volon,Total,956.4710083007812,954.4306640625,200100,5000.0,0.0010000000474974513,0.0010000000474974513,2087.0634765625,977.09228515625,Geogrid,Geogrid
PORO,Volon,Total,0.1790970265865326,0.17938299477100372,200100,0.3199999928474426,0.0,0.0,0.27098798751831055,0.09362390637397766,Geogrid,Geogrid
SW,Volon,Total,0.9467206001281738,,200100,1.0,0.02857288531959057,1.0,1.0,0.21477295458316803,Geogrid,Geogrid
PERM,Total,Calcite,0.0010000000474974513,0.0009999999310821295,40255,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Total,Calcite,0.0,0.0,40255,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Total,Calcite,1.0,,40255,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Total,Channel,1391.2802734375,1396.518798828125,198437,5000.0,400.0,840.3362426757812,2092.93701171875,659.3171997070312,Geogrid,Geogrid
PORO,Total,Channel,0.2596565783023834,0.2584550082683563,198437,0.3400000035762787,0.20000000298023224,0.22935029864311218,0.2906951308250427,0.0237723495811224,Geogrid,Geogrid
SW,Total,Channel,0.8718339800834656,,198437,1.0,0.025364017114043236,0.08712442964315414,1.0,0.3187200427055359,Geogrid,Geogrid
PERM,Total,Coal,0.0010000000474974513,0.0010000000474974513,45077,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Total,Coal,0.0,0.0,45077,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Total,Coal,1.0,,45077,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Total,Crevasse,95.16395568847656,95.2237777709961,44057,200.0,50.0,78.13946533203125,116.2866439819336,19.41209602355957,Geogrid,Geogrid
PORO,Total,Crevasse,0.21317392587661743,0.21319028735160828,44057,0.27000001072883606,0.14000000059604645,0.186351016163826,0.239738330245018,0.02074800245463848,Geogrid,Geogrid
SW,Total,Crevasse,0.8576981425285339,,44057,1.0,0.12445493042469025,0.2335340827703476,1.0,0.29536673426628113,Geogrid,Geogrid
PERM,Total,Floodplain,0.552885890007019,0.514576256275177,158770,3.973294734954834,0.0010000000474974513,0.0010000000474974513,1.2436999082565308,0.51713627576828,Geogrid,Geogrid
PORO,Total,Floodplain,0.10332992672920227,0.10305622965097427,158770,0.1599999964237213,0.05999999865889549,0.08756370097398758,0.11879380792379379,0.012434553354978561,Geogrid,Geogrid
SW,Total,Floodplain,0.9884178638458252,,158770,1.0,0.671301007270813,1.0,1.0,0.04549802839756012,Geogrid,Geogrid
PERM,Total,Lowershoreface,24.88421058654785,25.166030883789062,40740,110.45449829101562,5.0,11.400277137756348,42.609031677246094,12.83647632598877,Geogrid,Geogrid
PORO,Total,Lowershoreface,0.25135162472724915,0.2513560354709625,40740,0.30000001192092896,0.20000000298023224,0.2356133610010147,0.26687246561050415,0.012321969494223595,Geogrid,Geogrid
SW,Total,Lowershoreface,0.9128952026367188,,40740,1.0,0.24835187196731567,0.43499279022216797,1.0,0.21249350905418396,Geogrid,Geogrid
PERM,Total,Offshore,1.870859980583191,1.8918278217315674,66829,4.819901466369629,0.292494535446167,1.1462708711624146,2.640913486480713,0.5911080241203308,Geogrid,Geogrid
PORO,Total,Offshore,0.0950864925980568,0.09525604546070099,66829,0.1899999976158142,0.019999999552965164,0.06100207567214966,0.12921437621116638,0.026440458372235298,Geogrid,Geogrid
SW,Total,Offshore,0.9889046549797058,,66829,1.0,0.6865622997283936,1.0,1.0,0.046291664242744446,Geogrid,Geogrid
PERM,Total,Uppershoreface,1123.090087890625,1082.802490234375,59599,2500.0,500.0,608.272216796875,1789.2593994140625,467.8289489746094,Geogrid,Geogrid
PORO,Total,Uppershoreface,0.32632648944854736,0.32478928565979004,59599,0.3841266930103302,0.27755749225616455,0.3075341582298279,0.3454573154449463,0.014724832028150558,Geogrid,Geogrid
SW,Total,Uppershoreface,0.9055090546607971,,59599,1.0,0.030666405335068703,0.2422170341014862,1.0,0.2800873816013336,Geogrid,Geogrid
PERM,Total,Total,532.9688110351562,542.60107421875,653764,5000.0,0.0010000000474974513,0.0010000000474974513,1513.683349609375,755.6741333007812,Geogrid,Geogrid
PORO,Total,Total,0.17340554296970367,0.17438282072544098,653764,0.3841266930103302,0.0,0.0,0.30170145630836487,0.10468149185180664,Geogrid,Geogrid
SW,Total,Total,0.9335190057754517,,653764,1.0,0.025364017114043236,1.0,1.0,0.2250823825597763,Geogrid,Geogrid
