PROPERTY,ZONE,FACIES,Avg,Avg_Weighted,Count,Max,Min,P10,P90,Stddev,ID,SOURCE
PERM,Therys,Calcite,0.0010000000474974513,0.0010000000474974513,18048,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Therys,Calcite,0.0,0.0,18048,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Therys,Calcite,1.0,,18048,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Therys,Lowershoreface,31.3242244720459,31.937362670898438,40092,150.0,5.0,12.877095222473145,56.8325309753418,18.73653221130371,Geogrid,Geogrid
PORO,Therys,Lowershoreface,0.24713680148124695,0.2473723441362381,40092,0.30000001192092896,0.20000000298023224,0.22715455293655396,0.2670518159866333,0.015488030388951302,Geogrid,Geogrid
SW,Therys,Lowershoreface,0.919822633266449,,40092,1.0,0.24595993757247925,0.46046048402786255,1.0,0.20312967896461487,Geogrid,Geogrid
PERM,Therys,Offshore,1.7891870737075806,1.7930094003677368,67200,5.178086280822754,0.257476806640625,1.1019482612609863,2.5576913356781006,0.598068356513977,Geogrid,Geogrid
PORO,Therys,Offshore,0.09395695477724075,0.09419752657413483,67200,0.1899999976158142,0.019999999552965164,0.058937735855579376,0.13046975433826447,0.02794685773551464,Geogrid,Geogrid
SW,Therys,Offshore,0.9915800094604492,,67200,1.0,0.7162905931472778,1.0,1.0,0.038863468915224075,Geogrid,Geogrid
PERM,Therys,Uppershoreface,1367.5794677734375,1370.124755859375,59684,2500.0,500.0,750.7822875976562,2081.590576171875,497.39605712890625,Geogrid,Geogrid
PORO,Therys,Uppershoreface,0.32934436202049255,0.3286902904510498,59684,0.382199227809906,0.27476605772972107,0.3102104365825653,0.34916120767593384,0.015171538107097149,Geogrid,Geogrid
SW,Therys,Uppershoreface,0.9145997166633606,,59684,1.0,0.03312305733561516,1.0,1.0,0.2669517397880554,Geogrid,Geogrid
PERM,Valysar,Channel,1047.6331787109375,1054.6353759765625,83764,2000.0,400.0,744.9844970703125,1384.474609375,253.19032287597656,Geogrid,Geogrid
PORO,Valysar,Channel,0.2719413936138153,0.27251532673835754,83764,0.3400000035762787,0.20000000298023224,0.24504771828651428,0.29921871423721313,0.021098442375659943,Geogrid,Geogrid
SW,Valysar,Channel,0.8449141979217529,,83764,1.0,0.025208402425050735,0.07311777770519257,1.0,0.3449231684207916,Geogrid,Geogrid
PERM,Valysar,Coal,0.0010000000474974513,0.0010000000474974513,45666,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Valysar,Coal,0.0,0.0,45666,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Valysar,Coal,1.0,,45666,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Valysar,Crevasse,94.48443603515625,94.43775939941406,39875,200.0,50.0,77.97386932373047,115.59150695800781,18.507898330688477,Geogrid,Geogrid
PORO,Valysar,Crevasse,0.21168023347854614,0.21149024367332458,39875,0.27000001072883606,0.14000000059604645,0.184599369764328,0.23848706483840942,0.020975273102521896,Geogrid,Geogrid
SW,Valysar,Crevasse,0.840984582901001,,39875,1.0,0.13692454993724823,0.2178240865468979,1.0,0.30815860629081726,Geogrid,Geogrid
PERM,Valysar,Floodplain,0.7682484984397888,0.7732628583908081,99335,3.677769899368286,0.14881369471549988,0.42284882068634033,1.1768847703933716,0.30991458892822266,Geogrid,Geogrid
PORO,Valysar,Floodplain,0.10234828293323517,0.1018836498260498,99335,0.14744220674037933,0.06339889764785767,0.08878791332244873,0.11627607047557831,0.010824635624885559,Geogrid,Geogrid
SW,Valysar,Floodplain,0.9849457144737244,,99335,1.0,0.6943280696868896,0.9842562675476074,1.0,0.04991070181131363,Geogrid,Geogrid
PERM,Volon,Calcite,0.0010000000474974513,0.0010000000474974513,22369,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Volon,Calcite,0.0,0.0,22369,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Volon,Calcite,1.0,,22369,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Volon,Channel,1588.5318603515625,1578.1092529296875,119786,5000.0,500.0,951.6635131835938,2417.082763671875,733.0048217773438,Geogrid,Geogrid
PORO,Volon,Channel,0.2500208616256714,0.25088590383529663,119786,0.3199999928474426,0.20000000298023224,0.22345972061157227,0.2763574719429016,0.020439395681023598,Geogrid,Geogrid
SW,Volon,Channel,0.9237661361694336,,119786,1.0,0.028553806245326996,1.0,1.0,0.25326740741729736,Geogrid,Geogrid
PERM,Volon,Floodplain,0.0010000000474974513,0.0010000000474974513,57945,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Volon,Floodplain,0.09721989929676056,0.09884136915206909,57945,0.1599999964237213,0.05999999865889549,0.07872893661260605,0.11623214185237885,0.014801500365138054,Geogrid,Geogrid
