WELL,I,J,K1,K2,OP/SH,SATN,TRAN,WBDIA,KH,SKIN,DFACT,DIR,PEQVR,DATE
R_A2,22,30,1,1,OPEN,0,20.2994459,0.2413,2049.61222,0.0,,Z,26.970147,2018-01-01
R_A2,22,30,2,2,OPEN,0,20.5737409,0.2413,2075.34676,0.0,,Z,26.8327892,2018-01-01
R_A2,22,30,3,3,OPEN,0,18.6700626,0.2413,1881.9638,0.0,,Z,26.7288751,2018-01-01
R_A2,22,30,4,4,OPEN,0,13.2984282,0.2413,1339.91968,0.0,,Z,26.6667924,2018-01-01
R_A2,22,30,5,5,OPEN,0,13.3927868,0.2413,1348.29407,0.0,,Z,26.5462027,2018-01-01
R_A2,22,30,6,6,OPEN,0,7.13511631,0.2413,680.273209,0.0,,Z,19.9501677,2018-01-01
R_A2,22,30,7,7,OPEN,0,0.0097935,0.2413,0.95024556,0.0,,Z,21.8369278,2018-01-01
R_A2,22,30,8,8,OPEN,0,0.01018589,0.2413,0.98596755,0.0,,Z,21.5685634,2018-01-01
R_A2,22,30,9,9,OPEN,0,0.01077776,0.2413,1.04166578,0.0,,Z,21.3984266,2018-01-01
R_A2,22,30,10,10,OPEN,0,0.00312307,0.2413,0.25434423,0.0,,Z,9.47310428,2018-01-01
R_A2,22,30,11,11,OPEN,0,19.8540734,0.2413,1986.29294,0.0,,Z,25.6671293,2018-01-01
R_A2,22,30,12,12,OPEN,0,9.81637649,0.2413,766.295369,0.0,,Z,7.9050682,2018-01-01
R_A2,22,30,13,13,OPEN,0,0.04772301,0.2413,3.76229009,0.0,,Z,8.23933805,2018-01-01
R_A2,22,30,14,14,OPEN,0,0.14657991,0.2413,14.5419134,0.0,,Z,24.5421805,2018-01-01
R_A2,22,30,15,15,OPEN,0,0.13035035,0.2413,12.9578426,0.0,,Z,24.8062007,2018-01-01
R_A2,22,30,16,16,OPEN,0,0.01712981,0.2413,1.68646308,0.0,,Z,23.5677637,2018-01-01
R_A2,22,30,17,17,OPEN,0,0.01400441,0.2413,1.39167987,0.0,,Z,24.7618608,2018-01-01
R_A2,22,30,18,18,OPEN,0,0.04623883,0.2413,4.59626711,0.0,,Z,24.7994977,2018-01-01
R_A2,22,30,19,19,OPEN,0,0.00935195,0.2413,0.92594407,0.0,,Z,24.2841322,2018-01-01
R_A2,22,29,25,25,OPEN,0,0.03423606,0.2413,2.90005954,0.0,,Z,11.2854137,2018-01-01
R_A2,22,29,26,26,OPEN,0,4.11141166,0.2413,411.594233,0.0,,Z,25.7574871,2018-01-01
R_A2,22,29,27,27,OPEN,0,4.74795815,0.2413,474.055909,0.0,,Z,25.3929628,2018-01-01
R_A2,22,29,28,28,OPEN,0,1.87341061,0.2413,158.001318,0.0,,Z,11.06456,2018-01-01
R_A2,22,29,29,29,OPEN,0,7.47820019,0.2413,748.559729,0.0,,Z,25.7419228,2018-01-01
R_A3,28,41,1,1,OPEN,0,0.53348235,0.2413,46.6490451,0.0,,Z,13.0662401,2018-01-01
R_A3,28,41,2,2,OPEN,0,1.25135303,0.2413,123.011798,0.0,,Z,23.3805199,2018-01-01
R_A3,28,41,3,3,OPEN,0,1.73449864,0.2413,170.492772,0.0,,Z,23.3706247,2018-01-01
R_A3,28,41,4,4,OPEN,0,1.22760252,0.2413,119.868011,0.0,,Z,22.5693751,2018-01-01
R_A3,28,41,5,5,OPEN,0,0.8247626,0.2413,80.9151614,0.0,,Z,23.1365093,2018-01-01
R_A3,28,41,6,6,OPEN,0,1.40128255,0.2413,137.385751,0.0,,Z,23.056876,2018-01-01
R_A3,28,41,7,7,OPEN,0,3.42278745,0.2413,342.609588,0.0,,Z,25.7388108,2018-01-01
R_A3,28,41,8,8,OPEN,0,0.24392611,0.2413,24.4288494,0.0,,Z,25.8104842,2018-01-01
R_A3,29,41,8,8,OPEN,0,0.65683978,0.2413,63.778491,0.0,,Z,21.9199095,2018-01-01
R_A3,29,41,9,9,OPEN,0,0.18345243,0.2413,16.8798343,0.0,,Z,16.6907131,2018-01-01
R_A3,29,41,10,10,OPEN,0,2.05269276,0.2413,162.049104,0.0,,Z,8.28744954,2018-01-01
R_A3,29,41,11,11,OPEN,0,15.6126211,0.2413,1535.89203,0.0,,Z,23.4708792,2018-01-01
R_A3,29,41,12,12,OPEN,0,16.2912028,0.2413,1599.45035,0.0,,Z,23.2253857,2018-01-01
R_A3,29,41,13,13,OPEN,0,5.74529692,0.2413,560.137015,0.0,,Z,22.3897835,2018-01-01
R_A3,29,41,14,14,OPEN,0,0.08260133,0.2413,6.41365744,0.0,,Z,7.73040716,2018-01-01
R_A3,29,41,15,15,OPEN,0,0.06005299,0.2413,4.69381825,0.0,,Z,7.94681803,2018-01-01
R_A3,29,41,16,16,OPEN,0,0.1752969,0.2413,17.2690537,0.0,,Z,23.6452391,2018-01-01
