PROPERTY,ZONE,FACIES,Avg,Avg_Weighted,Count,Max,Min,P10,P90,Stddev,ID,SOURCE
PERM,Therys,Calcite,0.0010000000474974513,0.0010000000474974513,18094,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Therys,Calcite,0.0,0.0,18094,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Therys,Calcite,1.0,,18094,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Therys,Lowershoreface,37.26045608520508,37.73160171508789,40010,150.0,5.0,14.630803108215332,63.71664810180664,22.05155372619629,Geogrid,Geogrid
PORO,Therys,Lowershoreface,0.2450735867023468,0.245353102684021,40010,0.30000001192092896,0.20000000298023224,0.22219620645046234,0.2682657241821289,0.017635812982916832,Geogrid,Geogrid
SW,Therys,Lowershoreface,0.9023923873901367,,40010,1.0,0.2469775378704071,0.4124608337879181,1.0,0.2220115214586258,Geogrid,Geogrid
PERM,Therys,Offshore,1.7054786682128906,1.6831685304641724,66473,6.365262985229492,0.24484364688396454,0.9559560418128967,2.5715949535369873,0.6437112092971802,Geogrid,Geogrid
PORO,Therys,Offshore,0.10185776650905609,0.10354355722665787,66473,0.1899999976158142,0.019999999552965164,0.0641825795173645,0.13948245346546173,0.028939245268702507,Geogrid,Geogrid
SW,Therys,Offshore,0.9865661263465881,,66473,1.0,0.6387450098991394,1.0,1.0,0.04959005489945412,Geogrid,Geogrid
PERM,Therys,Uppershoreface,1293.7247314453125,1307.124267578125,59735,2500.0,500.0,734.6841430664062,2011.37060546875,489.1128845214844,Geogrid,Geogrid
PORO,Therys,Uppershoreface,0.33330047130584717,0.33290931582450867,59735,0.4000000059604645,0.27459535002708435,0.312142938375473,0.3545183837413788,0.01661878637969494,Geogrid,Geogrid
SW,Therys,Uppershoreface,0.888361930847168,,59735,1.0,0.03150677680969238,0.12871217727661133,1.0,0.2989330589771271,Geogrid,Geogrid
PERM,Valysar,Channel,1058.7896728515625,1062.388916015625,83138,2000.0,400.0,755.2149047851562,1397.5894775390625,252.7386016845703,Geogrid,Geogrid
PORO,Valysar,Channel,0.2730848491191864,0.273202508687973,83138,0.3400000035762787,0.20000000298023224,0.2462427169084549,0.30030328035354614,0.021089743822813034,Geogrid,Geogrid
SW,Valysar,Channel,0.8086268901824951,,83138,1.0,0.02525976486504078,0.06701298803091049,1.0,0.37330856919288635,Geogrid,Geogrid
PERM,Valysar,Coal,0.0010000000474974513,0.0010000001639127731,43405,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Valysar,Coal,0.0,0.0,43405,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Valysar,Coal,1.0,,43405,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Valysar,Crevasse,93.7025375366211,93.71748352050781,42367,200.0,50.0,77.8095932006836,113.59303283691406,18.069108963012695,Geogrid,Geogrid
PORO,Valysar,Crevasse,0.21073170006275177,0.21068175137043,42367,0.27000001072883606,0.14000000059604645,0.1839723289012909,0.23752084374427795,0.02087390422821045,Geogrid,Geogrid
SW,Valysar,Crevasse,0.8150343298912048,,42367,1.0,0.13295622169971466,0.21393342316150665,1.0,0.32361340522766113,Geogrid,Geogrid
PERM,Valysar,Floodplain,0.7731846570968628,0.7663776278495789,99730,3.228400230407715,0.12343600392341614,0.4206402897834778,1.185394525527954,0.31290826201438904,Geogrid,Geogrid
PORO,Valysar,Floodplain,0.1043456494808197,0.10394836217164993,99730,0.15024489164352417,0.061379484832286835,0.09114646911621094,0.11810126155614853,0.010541561990976334,Geogrid,Geogrid
SW,Valysar,Floodplain,0.979264497756958,,99730,1.0,0.6721442937850952,0.9010412693023682,1.0,0.05966835469007492,Geogrid,Geogrid
PERM,Volon,Calcite,0.0010000000474974513,0.0010000000474974513,22684,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Volon,Calcite,0.0,0.0,22684,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Volon,Calcite,1.0,,22684,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Volon,Channel,1526.4864501953125,1530.031005859375,119737,5000.0,500.0,922.6104125976562,2318.783203125,697.2252807617188,Geogrid,Geogrid
PORO,Volon,Channel,0.24880237877368927,0.24926209449768066,119737,0.3199999928474426,0.20000000298023224,0.22226020693778992,0.27536672353744507,0.02058294229209423,Geogrid,Geogrid
SW,Volon,Channel,0.9047472476959229,,119737,1.0,0.030387993901968002,0.21331939101219177,1.0,0.2799457311630249,Geogrid,Geogrid
PERM,Volon,Floodplain,0.0010000000474974513,0.0010000000474974513,57739,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Volon,Floodplain,0.10365050286054611,0.10181830078363419,57739,0.1599999964237213,0.05999999865889549,0.0837307721376419,0.12449172884225845,0.01578599028289318,Geogrid,Geogrid
SW,Volon,Floodplain,1.0,,57739,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Therys,Total,427.99615478515625,427.0532531738281,184312,2500.0,0.0010000000474974513,0.5137103199958801,1466.9063720703125,661.2200317382812,Geogrid,Geogrid
PORO,Therys,Total,0.19795720279216766,0.19986918568611145,184312,0.4000000059604645,0.0,0.031905755400657654,0.3416919708251953,0.11855581402778625,Geogrid,Geogrid
SW,Therys,Total,0.9377849698066711,,184312,1.0,0.03150677680969238,0.8995130658149719,1.0,0.20700085163116455,Geogrid,Geogrid
PERM,Valysar,Total,342.73638916015625,330.78436279296875,268640,2000.0,0.0010000000474974513,0.0010000000474974513,1152.5693359375,500.6719970703125,Geogrid,Geogrid
PORO,Valysar,Total,0.15648522973060608,0.1538623869419098,268640,0.3400000035762787,0.0,0.0,0.28264591097831726,0.0994233563542366,Geogrid,Geogrid
SW,Valysar,Total,0.9039056897163391,,268640,1.0,0.02525976486504078,0.402292937040329,1.0,0.2619563043117523,Geogrid,Geogrid
PERM,Volon,Total,913.1544189453125,933.0799560546875,200160,5000.0,0.0010000000474974513,0.0010000000474974513,1976.4384765625,922.4261474609375,Geogrid,Geogrid
PORO,Volon,Total,0.1787346452474594,0.18027855455875397,200160,0.3199999928474426,0.0,0.0,0.2686671316623688,0.09224384278059006,Geogrid,Geogrid
SW,Volon,Total,0.9430192112922668,,200160,1.0,0.030387993901968002,1.0,1.0,0.22149904072284698,Geogrid,Geogrid
PERM,Total,Calcite,0.0010000000474974513,0.0009999999310821295,40778,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Total,Calcite,0.0,0.0,40778,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Total,Calcite,1.0,,40778,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Total,Channel,1334.82470703125,1357.4527587890625,202875,5000.0,400.0,829.8753051757812,1972.6036376953125,604.9722290039062,Geogrid,Geogrid
PORO,Total,Channel,0.25875332951545715,0.2580970823764801,202875,0.3400000035762787,0.20000000298023224,0.22801482677459717,0.29019680619239807,0.023977555334568024,Geogrid,Geogrid
SW,Total,Channel,0.8653572201728821,,202875,1.0,0.02525976486504078,0.08406781405210495,1.0,0.3249571919441223,Geogrid,Geogrid
PERM,Total,Coal,0.0010000000474974513,0.0010000001639127731,43405,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Total,Coal,0.0,0.0,43405,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Total,Coal,1.0,,43405,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Total,Crevasse,93.7025375366211,93.71748352050781,42367,200.0,50.0,77.8095932006836,113.59303283691406,18.069108963012695,Geogrid,Geogrid
PORO,Total,Crevasse,0.21073170006275177,0.21068175137043,42367,0.27000001072883606,0.14000000059604645,0.1839723289012909,0.23752084374427795,0.02087390422821045,Geogrid,Geogrid
SW,Total,Crevasse,0.8150343298912048,,42367,1.0,0.13295622169971466,0.21393342316150665,1.0,0.32361340522766113,Geogrid,Geogrid
PERM,Total,Floodplain,0.49004846811294556,0.473987340927124,157469,3.228400230407715,0.0010000000474974513,0.0010000000474974513,1.0691760778427124,0.4477481245994568,Geogrid,Geogrid
PORO,Total,Floodplain,0.10409075766801834,0.1031346395611763,157469,0.1599999964237213,0.05999999865889549,0.08846724033355713,0.12008314579725266,0.012722522020339966,Geogrid,Geogrid
SW,Total,Floodplain,0.9868675470352173,,157469,1.0,0.6721442937850952,1.0,1.0,0.04852520674467087,Geogrid,Geogrid
PERM,Total,Lowershoreface,37.26045608520508,37.73160171508789,40010,150.0,5.0,14.630803108215332,63.71664810180664,22.05155372619629,Geogrid,Geogrid
PORO,Total,Lowershoreface,0.2450735867023468,0.245353102684021,40010,0.30000001192092896,0.20000000298023224,0.22219620645046234,0.2682657241821289,0.017635812982916832,Geogrid,Geogrid
SW,Total,Lowershoreface,0.9023923873901367,,40010,1.0,0.2469775378704071,0.4124608337879181,1.0,0.2220115214586258,Geogrid,Geogrid
PERM,Total,Offshore,1.7054786682128906,1.6831685304641724,66473,6.365262985229492,0.24484364688396454,0.9559560418128967,2.5715949535369873,0.6437112092971802,Geogrid,Geogrid
PORO,Total,Offshore,0.10185776650905609,0.10354355722665787,66473,0.1899999976158142,0.019999999552965164,0.0641825795173645,0.13948245346546173,0.028939245268702507,Geogrid,Geogrid
SW,Total,Offshore,0.9865661263465881,,66473,1.0,0.6387450098991394,1.0,1.0,0.04959005489945412,Geogrid,Geogrid
PERM,Total,Uppershoreface,1293.7247314453125,1307.124267578125,59735,2500.0,500.0,734.6841430664062,2011.37060546875,489.1128845214844,Geogrid,Geogrid
PORO,Total,Uppershoreface,0.33330047130584717,0.33290931582450867,59735,0.4000000059604645,0.27459535002708435,0.312142938375473,0.3545183837413788,0.01661878637969494,Geogrid,Geogrid
SW,Total,Uppershoreface,0.888361930847168,,59735,1.0,0.03150677680969238,0.12871217727661133,1.0,0.2989330589771271,Geogrid,Geogrid
PERM,Total,Total,541.6138305664062,555.2556762695312,653112,5000.0,0.0010000000474974513,0.0010000000474974513,1512.9013671875,741.2654418945312,Geogrid,Geogrid
PORO,Total,Total,0.1750076711177826,0.17528362572193146,653112,0.4000000059604645,0.0,0.0,0.30289140343666077,0.10456664115190506,Geogrid,Geogrid
SW,Total,Total,0.925453782081604,,653112,1.0,0.02525976486504078,0.8528438806533813,1.0,0.23597057163715363,Geogrid,Geogrid
