PROPERTY,ZONE,FACIES,Avg,Avg_Weighted,Count,Max,Min,P10,P90,Stddev,ID,SOURCE
PERM,Therys,Calcite,0.0010000000474974513,0.0010000000474974513,17594,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Therys,Calcite,0.0,0.0,17594,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Therys,Calcite,1.0,,17594,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Therys,Lowershoreface,24.33298110961914,24.63428497314453,38196,125.76456451416016,5.0,11.156974792480469,40.63368225097656,12.414795875549316,Geogrid,Geogrid
PORO,Therys,Lowershoreface,0.2515830993652344,0.25194892287254333,38196,0.29673057794570923,0.20000000298023224,0.23314504325389862,0.2701990008354187,0.014281255193054676,Geogrid,Geogrid
SW,Therys,Lowershoreface,0.9164787530899048,,38196,1.0,0.24086186289787292,0.4401739835739136,1.0,0.20740219950675964,Geogrid,Geogrid
PERM,Therys,Offshore,1.753879189491272,1.736938714981079,66958,4.728405475616455,0.20839159190654755,1.000446081161499,2.6404383182525635,0.6474721431732178,Geogrid,Geogrid
PORO,Therys,Offshore,0.10745403915643692,0.10917225480079651,66958,0.1899999976158142,0.019999999552965164,0.06407294422388077,0.14886979758739471,0.03249313682317734,Geogrid,Geogrid
SW,Therys,Offshore,0.9864669442176819,,66958,1.0,0.6899440288543701,1.0,1.0,0.048812881112098694,Geogrid,Geogrid
PERM,Therys,Uppershoreface,1332.9296875,1340.117431640625,59084,2500.0,500.0,696.6083984375,2157.718994140625,530.2726440429688,Geogrid,Geogrid
PORO,Therys,Uppershoreface,0.33660203218460083,0.33631354570388794,59084,0.39364612102508545,0.28069987893104553,0.3186401426792145,0.35485535860061646,0.014161773957312107,Geogrid,Geogrid
SW,Therys,Uppershoreface,0.9087894558906555,,59084,1.0,0.03237466886639595,1.0,1.0,0.2751293480396271,Geogrid,Geogrid
PERM,Valysar,Channel,1066.846923828125,1064.9342041015625,77778,2000.0,400.0,760.2326049804688,1411.2044677734375,256.58160400390625,Geogrid,Geogrid
PORO,Valysar,Channel,0.2730537950992584,0.27302396297454834,77778,0.3400000035762787,0.20000000298023224,0.24500876665115356,0.30140015482902527,0.021977100521326065,Geogrid,Geogrid
SW,Valysar,Channel,0.804713249206543,,77778,1.0,0.026660840958356857,0.06331203132867813,1.0,0.37602534890174866,Geogrid,Geogrid
