PROPERTY,ZONE,FACIES,Avg,Avg_Weighted,Count,Max,Min,P10,P90,Stddev,ID,SOURCE
PERM,Therys,Calcite,0.0010000000474974513,0.0010000000474974513,17755,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Therys,Calcite,0.0,0.0,17755,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Therys,Calcite,1.0,,17755,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Therys,Lowershoreface,23.238405227661133,23.476585388183594,38556,128.96363830566406,5.0,10.676166534423828,39.9461669921875,13.269912719726562,Geogrid,Geogrid
PORO,Therys,Lowershoreface,0.2484121173620224,0.24854137003421783,38556,0.30000001192092896,0.20000000298023224,0.22915267944335938,0.2678977847099304,0.0149317542091012,Geogrid,Geogrid
SW,Therys,Lowershoreface,0.8986336588859558,,38556,1.0,0.2530060112476349,0.4007312059402466,1.0,0.2257738709449768,Geogrid,Geogrid
PERM,Therys,Offshore,1.8097625970840454,1.818810224533081,67411,4.360987663269043,0.27460309863090515,1.0867868661880493,2.584495782852173,0.5839905738830566,Geogrid,Geogrid
PORO,Therys,Offshore,0.09616261720657349,0.09757682681083679,67411,0.1899999976158142,0.019999999552965164,0.059022657573223114,0.13264980912208557,0.028487596660852432,Geogrid,Geogrid
SW,Therys,Offshore,0.9871014952659607,,67411,1.0,0.6872718930244446,1.0,1.0,0.048667486757040024,Geogrid,Geogrid
PERM,Therys,Uppershoreface,1245.9951171875,1254.5107421875,61142,2500.0,500.0,716.111083984375,1903.372802734375,466.8902282714844,Geogrid,Geogrid
PORO,Therys,Uppershoreface,0.3350149989128113,0.3347765803337097,61142,0.3974507451057434,0.279154896736145,0.3154003620147705,0.3548082113265991,0.01542602013796568,Geogrid,Geogrid
SW,Therys,Uppershoreface,0.8959532976150513,,61142,1.0,0.031031033024191856,0.1358041614294052,1.0,0.2912386357784271,Geogrid,Geogrid
PERM,Valysar,Channel,1078.394287109375,1072.418212890625,81465,2000.0,400.0,768.2446899414062,1422.3388671875,257.3862609863281,Geogrid,Geogrid
PORO,Valysar,Channel,0.27474167943000793,0.27447962760925293,81465,0.3400000035762787,0.20000000298023224,0.24797141551971436,0.3015309274196625,0.0209080558270216,Geogrid,Geogrid
SW,Valysar,Channel,0.8010476231575012,,81465,1.0,0.024424418807029724,0.060135047882795334,1.0,0.3805373013019562,Geogrid,Geogrid
PERM,Valysar,Coal,0.0010000000474974513,0.0010000001639127731,46304,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0,Geogrid,Geogrid
PORO,Valysar,Coal,0.0,0.0,46304,0.0,0.0,0.0,0.0,0.0,Geogrid,Geogrid
SW,Valysar,Coal,1.0,,46304,1.0,1.0,1.0,1.0,0.0,Geogrid,Geogrid
PERM,Valysar,Crevasse,84.06649780273438,81.8995590209961,44034,200.0,50.0,50.0,110.52267456054688,24.90071678161621,Geogrid,Geogrid
PORO,Valysar,Crevasse,0.2108439803123474,0.2109975814819336,44034,0.27000001072883606,0.14000000059604645,0.18422813713550568,0.23741190135478973,0.02075682394206524,Geogrid,Geogrid
